condition,rxn,p,smiles_am,broken_each_reactant_list,formed_each_product_list,all_bond_changed,inner_broken,inner_formed,outer_broken,outer_formed
c3,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(Cc2ncc[nH]2)cc1>>Nn1cc[n+](N)c1Cc1ccccc1,Nn1cc[n+](N)c1Cc1ccccc1,[NH2:1][O:15][P:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)=[O:29].[NH2:2][O:30][P:31]([c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1)([c:38]1[cH:39][cH:40][cH:41][cH:42][cH:43]1)=[O:44].[n:3]1[cH:4][cH:5][nH:6][c:7]1[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[NH2:1][n+:3]1[cH:4][cH:5][n:6]([NH2:2])[c:7]1[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,"[['N:1 - O:15'], ['N:2 - O:30'], ['N:6 - H']]","[['N:1 - N:3', 'N:2 - N:6']]",[],"[(2, '[#7]1[#6][#7:2][#6][#6]1', 'N:6 - H', 'N', 'SINGLE', 'H', '[#7]1[#6][#7][#6][#6]1', '[H]')]","[(0, '[#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:2 - N:6', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:15', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:2 - O:30', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:1 - N:3', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]'), (0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:2 - N:6', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=Cc1ccc2c(c1)c1ccccc1n2Cc1ccccc1>>NC(=O)c1ccc2c(c1)c1ccccc1n2Cc1ccccc1,NC(=O)c1ccc2c(c1)c1ccccc1n2Cc1ccccc1,[NH2:1][O:26][P:25](=[O:24])([c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1)[c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1.[CH:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[n:16]2[CH2:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1>>[NH2:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[n:16]2[CH2:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1,"[['N:1 - O:26'], ['C:2 - H']]",[['C:2 - N:1']],[],"[(1, '[#6&X3&H1:2]=[#8]', 'C:2 - H', 'C', 'SINGLE', 'H', '[#6X3;H1](=[#8])', '[H]')]","[(0, '[#6:1](=[#8])[#7:2]', 'C:2 - N:1', 'C', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:26', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6](=[#8])-[#7]', 'C:2 - N:1', 'C', 'SINGLE', 'N', '[#6]=[#8]', '[#7]')]"
c3,C=CCc1ccccc1.NOP(=O)(c1ccccc1)c1ccccc1>>NC(COP(=O)(c1ccccc1)c1ccccc1)Cc1ccccc1,NC(COP(=O)(c1ccccc1)c1ccccc1)Cc1ccccc1,[CH:2](=[CH2:3])[CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[NH2:1][O:4][P:5](=[O:6])([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[NH2:1][CH:2]([CH2:3][O:4][P:5](=[O:6])([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,"[None, ['N:1 - O:4']]","[['C:2 - N:1', 'C:3 - O:4']]",['C:2 = C:3 -> C:2 - C:3'],[],"[(0, '[#7&X3&H2:1][#6:2]', 'C:2 - N:1', 'C', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:4', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[C&X4&!R][C&X4&!R]([C&X4&!R])-[#7]', 'C:2 - N:1', 'C', 'SINGLE', 'N', '[CX4;!R][CX4;!R][CX4;!R]', '[#7]'), (0, '[#8]=[#15]([#8]-[C&X4&!R][C&X4&!R][C&X4&!R])(c)c', 'C:3 - O:4', 'O', 'SINGLE', 'C', '[#8]=[#15]([#8])([c])[c]', '[CX4;!R][CX4;!R][CX4;!R]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.c1cc2cc[nH]c2cn1>>N[n+]1ccc2cc[nH]c2c1,N[n+]1ccc2cc[nH]c2c1,[NH2:1][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[n:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][nH:8][c:9]2[cH:10]1>>[NH2:1][n+:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][nH:8][c:9]2[cH:10]1,"[['N:1 - O:13'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=C(O)C1CCN(Cc2ccccn2)CC1>>N[n+]1ccccc1CN1CCC(C(=O)O)CC1,N[n+]1ccccc1CN1CCC(C(=O)O)CC1,[NH2:1][O:20][P:19](=[O:18])([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[n:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][N:9]1[CH2:10][CH2:11][CH:12]([C:13](=[O:14])[OH:15])[CH2:16][CH2:17]1>>[NH2:1][n+:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][N:9]1[CH2:10][CH2:11][CH:12]([C:13](=[O:14])[OH:15])[CH2:16][CH2:17]1,"[['N:1 - O:20'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:20', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=c1cc[nH]cn1>>Nn1ccc(=O)nc1,Nn1ccc(=O)nc1,[NH2:1]OP(c1ccccc1)(c2ccccc2)=O.[O:6]=[C:5]3[CH:4]=[CH:3][NH:2][CH:8]=[N:7]3>>[NH2:1][N:2]4[CH:3]=[CH:4][C:5]([N:7]=[CH:8]4)=[O:6],"[['N:1 - O:11'], ['N:2 - H']]",[['N:1 - N:2']],[],"[(1, '[#8]=c1cc[n:2]cn1', 'N:2 - H', 'N', 'SINGLE', 'H', '[#8]=c1ccncn1', '[H]')]","[(0, '[#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:1 - N:2', 'N', 'SINGLE', 'N')]",[],"[(0, '[#7]-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]', '[#7]')]"
c3,Cc1ccc(S(=O)(=O)N2CC(=O)C2)cc1.NOP(=O)(c1ccccc1)c1ccccc1>>Cc1ccc(S(=O)(=O)[N+]2(N)CC(=O)C2)cc1,Cc1ccc(S(=O)(=O)[N+]2(N)CC(=O)C2)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[N:9]2[CH2:11][C:12](=[O:13])[CH2:14]2)[cH:15][cH:16]1.[NH2:10][O:19][P:18](=[O:17])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[N+:9]2([NH2:10])[CH2:11][C:12](=[O:13])[CH2:14]2)[cH:15][cH:16]1,"[None, ['N:10 - O:19']]",[['N:9 - N:10']],[],[],"[(0, '[#16&v6](=[#8])(=[#8])[#7;H1,H0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:9 - N:10', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:10 - O:19', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#7]([#6]1)-[#7]', 'N:9 - N:10', 'N', 'SINGLE', 'N', '[#6]1[#6][#7][#6]1', '[#7]')]"
c3,CN1CC=CCC1.Cl.NOP(=O)(c1ccccc1)c1ccccc1>>C[N+]1(N)CC=CCC1,C[N+]1(N)CC=CCC1,[CH3:1][N:2]1[CH2:4][CH:5]=[CH:6][CH2:7][CH2:8]1.[ClH:9].[NH2:3][O:12][P:11](=[O:10])([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1>>[CH3:1][N+:2]1([NH2:3])[CH2:4][CH:5]=[CH:6][CH2:7][CH2:8]1,"[None, None, ['N:3 - O:12']]",[['N:2 - N:3']],[],[],"[(0, '[#6][#7&+:1]([#7:2])([#6])[#6]', 'N:2 - N:3', 'N', 'SINGLE', 'N')]","[(2, '[#8]=[#15]([#8]-[#7])(c)c', 'N:3 - O:12', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1=[#6][#6][#7]([#6][#6]1)-[#7]', 'N:2 - N:3', 'N', 'SINGLE', 'N', '[#6]1=[#6][#6][#7][#6][#6]1', '[#7]')]"
c3,Ic1cccc2cnccc12.NOP(=O)(c1ccccc1)c1ccccc1>>N[n+]1ccc2c(I)cccc2c1,N[n+]1ccc2c(I)cccc2c1,[n:2]1[cH:3][cH:4][c:5]2[c:6]([I:7])[cH:8][cH:9][cH:10][c:11]2[cH:12]1.[NH2:1][O:15][P:14](=[O:13])([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[NH2:1][n+:2]1[cH:3][cH:4][c:5]2[c:6]([I:7])[cH:8][cH:9][cH:10][c:11]2[cH:12]1,"[None, ['N:1 - O:15']]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:15', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]12[#6][#6][#7]([#6][#6]1[#6][#6][#6][#6]2)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1([#6][#6][#7][#6]2)[#6]2[#6][#6][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(-c2ccsc2)nc1>>N[n+]1ccccc1-c1ccsc1,N[n+]1ccccc1-c1ccsc1,[NH2:1][O:15][P:14](=[O:13])([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[n:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][s:11][cH:12]1>>[NH2:1][n+:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]1[cH:9][cH:10][s:11][cH:12]1,"[['N:1 - O:15'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:15', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=C1CCCn2nccc21>>N[N+]12CCCC(=O)C1=CC=N2,N[N+]12CCCC(=O)C1=CC=N2,[NH2:1][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[n:2]12[c:8]([cH:9][cH:10][n:11]1)[C:6](=[O:7])[CH2:5][CH2:4][CH2:3]2>>[NH2:1][N+:2]12[CH2:3][CH2:4][CH2:5][C:6](=[O:7])[C:8]1=[CH:9][CH:10]=[N:11]2,"[['N:1 - O:14'], None]",[['N:1 - N:2']],"['N:2 aromatic N:11 -> N:2 - N:11', 'C:8 aromatic N:2 -> C:8 - N:2', 'C:8 aromatic C:9 -> C:8 = C:9', 'C:10 aromatic N:11 -> C:10 = N:11', 'C:9 aromatic C:10 -> C:9 - C:10']",[],[],"[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=C1NC(=O)C2CC12>>NN1C(=O)C2CC2C1=O,NN1C(=O)C2CC2C1=O,[NH2:1][O:12][P:11](=[O:10])([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1.[NH:2]1[C:3](=[O:4])[CH:5]2[CH2:6][CH:7]2[C:8]1=[O:9]>>[NH2:1][N:2]1[C:3](=[O:4])[CH:5]2[CH2:6][CH:7]2[C:8]1=[O:9],"[['N:1 - O:12'], ['N:2 - H']]",[['N:1 - N:2']],[],"[(1, '[#6]1(=[#8])[#7:2][#6](=[#8])[#6][#6][#6]1', 'N:2 - H', 'N', 'SINGLE', 'H', '[#6]1(=[#8])[#7][#6](=[#8])[#6][#6][#6]1', '[H]')]","[(0, '[#6&X3](=[#8])[#7;H1,H0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:12', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1(=[#8])[#7]([#6](=[#8])[#6][#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1(=[#8])[#7][#6](=[#8])[#6][#6][#6]1', '[#7]')]"
c3,Clc1cnc2ccccn12.NOP(=O)(c1ccccc1)c1ccccc1>>N[n+]1cc(Cl)n2ccccc21,N[n+]1cc(Cl)n2ccccc21,[n:2]1[cH:3][c:4]([Cl:5])[n:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12.[NH2:1][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[NH2:1][n+:2]1[cH:3][c:4]([Cl:5])[n:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12,"[None, ['N:1 - O:14']]",[['N:1 - N:2']],[],[],[],"[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c3,CCOC(=O)C1=NN=C(C)C1.NOP(=O)(c1ccccc1)c1ccccc1>>CCOC(=O)C1=NN=C(C)C1N,CCOC(=O)C1=NN=C(C)C1N,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]1=[N:7][N:8]=[C:9]([CH3:10])[CH2:11]1.[NH2:12][O:15][P:14](=[O:13])([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]1=[N:7][N:8]=[C:9]([CH3:10])[CH:11]1[NH2:12],"[['C:11 - H'], ['N:12 - O:15']]",[['C:11 - N:12']],[],"[(0, '[#6]1=[#7][#7]=[#6][#6:2]1', 'C:11 - H', 'C', 'SINGLE', 'H', '[#6]1=[#7][#7]=[#6][#6]1', '[H]')]","[(0, '[#7&X3&H2:1][#6:2]', 'C:11 - N:12', 'C', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:12 - O:15', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1=[#7][#7]=[#6][#6]1-[#7]', 'C:11 - N:12', 'C', 'SINGLE', 'N', '[#6]1=[#7][#7]=[#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=c1[nH]cnc2cccnc12>>Nn1cnc2cccnc2c1=O,Nn1cnc2cccnc2c1=O,[NH2:1]OP(c1ccccc1)(c2ccccc2)=O.[O:12]=[C:11]3[C:10]4=[C:5]([CH:6]=[CH:7][CH:8]=[N:9]4)[N:4]=[CH:3][NH:2]3>>[NH2:1][N:2]5[CH:3]=[N:4][C:5]6=[C:10]([C:11]5=[O:12])[N:9]=[CH:8][CH:7]=[CH:6]6,"[['N:1 - O:15'], ['N:2 - H']]",[['N:1 - N:2']],[],"[(1, 'c12cccnc1c[n:2]cn2', 'N:2 - H', 'N', 'SINGLE', 'H', '[c]1([c][c][c][n]2)[c]2[c][n][c][n]1', '[H]')]","[(0, '[#6&X3](=[#8])[#7;H1,H0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:1 - N:2', 'N', 'SINGLE', 'N')]",[],"[(0, '[#6](=[#8])[#7]-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6](=[#8])[#7]', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.OB(O)c1ccc2cccnc2c1>>N[n+]1cccc2ccc(B(O)O)cc21,N[n+]1cccc2ccc(B(O)O)cc21,[NH2:1][O:17][P:16](=[O:15])([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[n:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][cH:8][c:9]([B:10]([OH:11])[OH:12])[cH:13][c:14]12>>[NH2:1][n+:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][cH:8][c:9]([B:10]([OH:11])[OH:12])[cH:13][c:14]12,"[['N:1 - O:17'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:17', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]12[#6][#6][#6][#7]([#6]1[#6][#6][#6][#6]2)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1([#6][#6][#6][#7]2)[#6]2[#6][#6][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.O=C(O)c1cccc2cc3ccccc3nc12>>O=C(O)c1ccccc1-n1ncc2ccccc21,O=C(O)c1ccccc1-n1ncc2ccccc21,[NH2:11][O:21][P:20](=[O:19])([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1.[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[n:10][c:18]1[c:13]([cH:12]2)[cH:14][cH:15][cH:16][cH:17]1>>[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1-[n:10]1[n:11][cH:12][c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]12,"[['N:11 - H', 'N:11 - O:21'], ['C:8 aromatic C:12']]","[['N:10 aromatic N:11', 'C:8 - H', 'C:12 aromatic N:11']]",['C:9 aromatic N:10 -> C:9 - N:10'],"[(0, '[#7:2]', 'N:11 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]'), (1, '[#6:1]12[#6:2][#6][#6][#7][#6]1[#6][#6][#6][#6]2', 'C:8 aromatic C:12', 'C', 'AROMATIC', 'C')]","[(0, '[#6]1[#7:1][#7:2][#6][#6]1', 'N:10 aromatic N:11', 'N', 'AROMATIC', 'N'), (0, 'c1ccc[c:2]c1', 'C:8 - H', 'C', 'SINGLE', 'H', '[c]1[c][c][c][c][c]1', '[H]'), (0, '[#6:1]1[#7:2][#7][#6][#6]1', 'C:12 aromatic N:11', 'C', 'AROMATIC', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:11 - O:21', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]",[]
c3,CC1(C)C2C(=O)NC(=O)C21.NOP(=O)(c1ccccc1)c1ccccc1>>CC1(C)C2C(=O)N(N)C(=O)C21,CC1(C)C2C(=O)N(N)C(=O)C21,[CH3:1][C:2]1([CH3:3])[CH:4]2[C:5](=[O:6])[NH:7][C:9](=[O:10])[CH:11]12.[NH2:8][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[CH3:1][C:2]1([CH3:3])[CH:4]2[C:5](=[O:6])[N:7]([NH2:8])[C:9](=[O:10])[CH:11]12,"[['N:7 - H'], ['N:8 - O:14']]",[['N:7 - N:8']],[],"[(0, '[#6]1(=[#8])[#7:2][#6](=[#8])[#6][#6][#6]1', 'N:7 - H', 'N', 'SINGLE', 'H', '[#6]1(=[#8])[#7][#6](=[#8])[#6][#6][#6]1', '[H]')]","[(0, '[#6&X3](=[#8])[#7;H1,H0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:7 - N:8', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:8 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1(=[#8])[#7]([#6](=[#8])[#6][#6][#6]1)-[#7]', 'N:7 - N:8', 'N', 'SINGLE', 'N', '[#6]1(=[#8])[#7][#6](=[#8])[#6][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.OB(O)c1ccncc1>>N[n+]1ccc(B(O)O)cc1,N[n+]1ccc(B(O)O)cc1,[NH2:1][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[n:2]1[cH:3][cH:4][c:5]([B:6]([OH:7])[OH:8])[cH:9][cH:10]1>>[NH2:1][n+:2]1[cH:3][cH:4][c:5]([B:6]([OH:7])[OH:8])[cH:9][cH:10]1,"[['N:1 - O:13'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(-c2nnn[nH]2)cc1>>Nn1nnnc1-c1ccccc1,Nn1nnnc1-c1ccccc1,[NH2:1][O:15][P:14](=[O:13])([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[nH:2]1[n:3][n:4][n:5][c:6]1-[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[NH2:1][n:2]1[n:3][n:4][n:5][c:6]1-[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,"[['N:1 - O:15'], ['N:2 - H']]",[['N:1 - N:2']],[],"[(1, 'n1nnc[n:2]1', 'N:2 - H', 'N', 'SINGLE', 'H', 'n1nncn1', '[H]')]","[(0, '[#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:15', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]', '[#7]')]"
c3,NOP(=O)(c1ccccc1)c1ccccc1.Oc1cccc(N2CCOCC2)c1>>N[N+]1(c2cccc(O)c2)CCOCC1,N[N+]1(c2cccc(O)c2)CCOCC1,[NH2:1][O:17][P:16](=[O:15])([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[N:2]1([c:3]2[cH:4][cH:5][cH:6][c:7]([OH:8])[cH:9]2)[CH2:10][CH2:11][O:12][CH2:13][CH2:14]1>>[NH2:1][N+:2]1([c:3]2[cH:4][cH:5][cH:6][c:7]([OH:8])[cH:9]2)[CH2:10][CH2:11][O:12][CH2:13][CH2:14]1,"[['N:1 - O:17'], None]",[['N:1 - N:2']],[],[],"[(0, '[#6][#7&+:1]([#7:2])([#6])[#6]', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:17', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#6][#8][#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]1[#6][#6][#8][#6][#6]1', '[#7]')]"
