condition,rxn,p,smiles_am,broken_each_reactant_list,formed_each_product_list,all_bond_changed,inner_broken,inner_formed,outer_broken,outer_formed
c2,CC(=O)c1ccc2c(c1)CCC2.NOP(=O)(c1ccccc1)c1ccccc1>>CC(=O)Nc1ccc2c(c1)CCC2,CC(=O)Nc1ccc2c(c1)CCC2,[CH3:1][C:2](=[O:3])[c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[CH2:11][CH2:12][CH2:13]2.[NH2:4][O:16][P:15](=[O:14])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1>>[CH3:1][C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[CH2:11][CH2:12][CH2:13]2,"[['C:2 - C:5'], ['N:4 - H', 'N:4 - O:16']]","[['C:2 - N:4', 'C:5 - N:4']]",[],"[(0, '[#6][#6:1](=[#8])[#6:2]', 'C:2 - C:5', 'C', 'SINGLE', 'C'), (1, '[#7:2]', 'N:4 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#6:1](=[#8])[#7:2]', 'C:2 - N:4', 'C', 'SINGLE', 'N'), (0, '[#7&X3&H1:1]([#6])[#6:2]', 'C:5 - N:4', 'C', 'SINGLE', 'N')]","[(0, '[#6]1[#6]c2:cc(ccc2[#6]1)-[#6](=[#8])[#6&H3]', 'C:2 - C:5', 'C', 'SINGLE', 'C', '[#6]1[#6][c]2:[c][c][c][c][c]2[#6]1', '[#6](=[#8])[#6;H3]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:4 - O:16', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, 'c1ccccc1[#7&!a;X4&H1&+,X4&H2&+,X4&H3&+,X3&H1&+0,X3&H0&+0,X3&H2&+0;!$([#7][!#6])]-[#6](=[#8])[#6&H3]', 'C:2 - N:4', 'N', 'SINGLE', 'C', '[c]1[c][c][c][c][c]1[#7;!a;X4H+,X4H2+,X4H3+,X3H+0,X3H0+0,X3H2+0;!$([#7][!#6])]', '[#6](=[#8])[#6;H3]'), (0, '[#6]1[#6]c2:cc(ccc2[#6]1)-[#7][#6]=[#8]', 'C:5 - N:4', 'C', 'SINGLE', 'N', '[#6]1[#6][c]2:[c][c][c][c][c]2[#6]1', '[#6](=[#8])[#7]')]"
c2,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc2cnncc2c1>>N[n+]1cc2ccccc2cn1,N[n+]1cc2ccccc2cn1,[NH2:1][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[n:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10][n:11]1>>[NH2:1][n+:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10][n:11]1,"[['N:1 - O:14'], None]",[['N:1 - N:2']],[],[],[],"[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]', '[#7]')]"
c2,BrC1(c2ccccc2)c2ccccc2-c2ccccc21.NOP(=O)(c1ccccc1)c1ccccc1>>NC1(c2ccccc2)c2ccccc2-c2ccccc21,NC1(c2ccccc2)c2ccccc2-c2ccccc21,[C:2]1([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)([Br:21])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2-[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]21.[NH2:1][O:24][P:23](=[O:22])([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1>>[NH2:1][C:2]1([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2-[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]21,"[['Br:21 - C:2'], ['N:1 - O:24']]",[['C:2 - N:1']],[],"[(0, '[#6&X4:1][#9,#17,#35,#53:2]', 'Br:21 - C:2', 'Br', 'SINGLE', 'C')]","[(0, '[#7&X3&H2:1][#6:2]', 'C:2 - N:1', 'C', 'SINGLE', 'N')]","[(0, 'C1(-c2ccccc2-c2ccccc2-1)-[#35&v1]', 'Br:21 - C:2', 'C', 'SINGLE', 'Br', '[C]1-[c]2[c][c][c][c][c]2-[c]2[c][c][c][c][c]2-1', '[#35v1]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:24', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, 'C1(-c2ccccc2-c2ccccc2-1)-[#7]', 'C:2 - N:1', 'C', 'SINGLE', 'N', '[C]1-[c]2[c][c][c][c][c]2-[c]2[c][c][c][c][c]2-1', '[#7]')]"
c2,BrC1(c2ccccc2)c2ccccc2-c2ccccc21.NOP(=O)(c1ccccc1)c1ccccc1>>c1ccc(-c2nc3ccccc3c3ccccc23)cc1,c1ccc(-c2nc3ccccc3c3ccccc23)cc1,[cH:1]1[cH:2][cH:3][c:4]([C:5]2([Br:21])[c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3-[c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]32)[cH:19][cH:20]1.[NH2:6][O:24][P:23](=[O:22])([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1>>[cH:1]1[cH:2][cH:3][c:4](-[c:5]2[n:6][c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]23)[cH:19][cH:20]1,"[['C:5 - C:7', 'Br:21 - C:5'], ['N:6 - H', 'N:6 - O:24']]","[['C:7 aromatic N:6', 'C:5 aromatic N:6']]","['C:5 - C:18 -> C:5 aromatic C:18', 'C:12 - C:13 -> C:12 aromatic C:13']","[(0, '[#6:1]1[#6:2][#6][#6][#6]1', 'C:5 - C:7', 'C', 'SINGLE', 'C'), (0, '[#6&X4:1][#9,#17,#35,#53:2]', 'Br:21 - C:5', 'Br', 'SINGLE', 'C'), (1, '[#7:2]', 'N:6 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#6]12[#6][#6][#6][#7:2][#6:1]1[#6][#6][#6][#6]2', 'C:7 aromatic N:6', 'C', 'AROMATIC', 'N'), (0, '[#6]12[#6][#6][#6:1][#7:2][#6]1[#6][#6][#6][#6]2', 'C:5 aromatic N:6', 'C', 'AROMATIC', 'N')]","[(0, 'c1(ccccc1)-[#6&X4]c1ccccc1', 'C:5 - C:7', 'C', 'SINGLE', 'C', '[c]1[c][c][c][c][c]1', '[c]1[c][c][c][c][c]1[#6X4]'), (0, 'C1(-c2ccccc2-c2ccccc2-1)-[#35&v1]', 'Br:21 - C:5', 'C', 'SINGLE', 'Br', '[C]1-[c]2[c][c][c][c][c]2-[c]2[c][c][c][c][c]2-1', '[#35v1]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:6 - O:24', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]",[]
c2,CCOC(=O)c1nc(Cl)c2ccccc2n1.NOP(=O)(c1ccccc1)c1ccccc1>>CCOC(=O)c1nc(N)c2ccccc2n1,CCOC(=O)c1nc(N)c2ccccc2n1,[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[n:7][c:8]([Cl:17])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[n:16]1.[NH2:9][O:20][P:19](=[O:18])([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[n:7][c:8]([NH2:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[n:16]1,"[['C:8 - Cl:17'], ['N:9 - O:20']]",[['C:8 - N:9']],[],"[(0, '[c:1][#9,#17,#35,#53:2]', 'C:8 - Cl:17', 'C', 'SINGLE', 'Cl')]","[(0, '[#7&X3&H2:1][#6:2]', 'C:8 - N:9', 'C', 'SINGLE', 'N')]","[(0, 'c12c(ncnc1cccc2)-[#17&v1]', 'C:8 - Cl:17', 'C', 'SINGLE', 'Cl', '[c]1([c][n][c][n]2)[c]2[c][c][c][c]1', '[#17v1]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:9 - O:20', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, 'c12c(ncnc1cccc2)-[#7]', 'C:8 - N:9', 'C', 'SINGLE', 'N', '[c]1([c][n][c][n]2)[c]2[c][c][c][c]1', '[#7]')]"
c2,C=C1N(C)c2ccccc2C1(C)C.NOP(=O)(c1ccccc1)c1ccccc1>>C=C1C(C)(C)c2ccccc2[N+]1(C)N,C=C1C(C)(C)c2ccccc2[N+]1(C)N,[CH2:1]=[C:2]1[C:3]([CH3:4])([CH3:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[N:12]1[CH3:13].[NH2:14][O:17][P:16](=[O:15])([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1>>[CH2:1]=[C:2]1[C:3]([CH3:4])([CH3:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[N+:12]1([CH3:13])[NH2:14],"[None, ['N:14 - O:17']]",[['N:12 - N:14']],[],[],"[(0, '[#6][#7&+:1]([#7:2])([#6])[#6]', 'N:12 - N:14', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:14 - O:17', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, 'c12c([#7]([#6][#6]1)-[#7])cccc2', 'N:12 - N:14', 'N', 'SINGLE', 'N', '[c]12[c]([#7][#6][#6]1)[c][c][c][c]2', '[#7]')]"
c2,CC1=Nc2ccc(Cl)cc2C1(C)C.NOP(=O)(c1ccccc1)c1ccccc1>>C=C(C)c1cc(Cl)ccc1/N=C(\C)N,C=C(C)c1cc(Cl)ccc1/N=C(\C)N,[CH3:1][C:2]1([CH3:3])[c:4]2[cH:5][c:6]([Cl:7])[cH:8][cH:9][c:10]2[N:11]=[C:12]1[CH3:13].[NH2:14][O:17][P:16](=[O:15])([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1>>[CH2:1]=[C:2]([CH3:3])[c:4]1[cH:5][c:6]([Cl:7])[cH:8][cH:9][c:10]1/[N:11]=[C:12](\[CH3:13])[NH2:14],"[['C:1 - H', 'C:2 - C:12'], ['N:14 - O:17']]",[['C:12 - N:14']],['C:1 - C:2 -> C:1 = C:2'],"[(0, '[#6:2]', 'C:1 - H', 'C', 'SINGLE', 'H', '[#6]', '[H]'), (0, '[#6:1]1[#6:2]=[#7]c2ccccc2-1', 'C:2 - C:12', 'C', 'SINGLE', 'C')]","[(0, '[#7&X3&H2:1][#6:2]', 'C:12 - N:14', 'C', 'SINGLE', 'N')]","[(0, 'c1ccccc1[#6&X4]-[#6&X3]=[#7&X2;H1,H0;!$([#7&X2][#7,#8,#9,#15,#16,#17,Br,I])]', 'C:2 - C:12', 'C', 'SINGLE', 'C', '[c]1[c][c][c][c][c]1[#6X4]', '[#7X2;H1,H0;!$([#7X2][#7,#8,#9,#15,#16,#17,Br,I])]=[#6X3]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:14 - O:17', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7&X2;H1,H0;!$([#7&X2][#7,#8,#9,#15,#16,#17,Br,I])]=[#6&X3]-[#7]', 'C:12 - N:14', 'C', 'SINGLE', 'N', '[#7X2;H1,H0;!$([#7X2][#7,#8,#9,#15,#16,#17,Br,I])]=[#6X3]', '[#7]')]"
c2,COC(=O)C1CC2(CC(=O)C2)C1.NOP(=O)(c1ccccc1)c1ccccc1>>COC(=O)C1CC2(CNC(=O)C2)C1,COC(=O)C1CC2(CNC(=O)C2)C1,[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][C:7]2([CH2:8][C:10](=[O:11])[CH2:12]2)[CH2:13]1.[NH2:9][O:16][P:15](=[O:14])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][C:7]2([CH2:8][NH:9][C:10](=[O:11])[CH2:12]2)[CH2:13]1,"[['C:8 - C:10'], ['N:9 - H', 'N:9 - O:16']]","[['C:8 - N:9', 'C:10 - N:9']]",[],"[(0, '[#6]1[#6:1][#6:2][#6]1', 'C:8 - C:10', 'C', 'SINGLE', 'C'), (1, '[#7:2]', 'N:9 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#6]1[#6][#6][#6]12[#6:1][#7:2][#6][#6]2', 'C:8 - N:9', 'C', 'SINGLE', 'N'), (0, '[#6:1](=[#8])[#7:2]', 'C:10 - N:9', 'C', 'SINGLE', 'N')]","[(0, '[#6](=[#8])-[#6]', 'C:8 - C:10', 'C', 'SINGLE', 'C', '[#6]=[#8]', '[#6]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:9 - O:16', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6](=[#8])[#7]-[#6]', 'C:8 - N:9', 'N', 'SINGLE', 'C', '[#6](=[#8])[#7]', '[#6]'), (0, '[#6](=[#8])-[#7]', 'C:10 - N:9', 'C', 'SINGLE', 'N', '[#6]=[#8]', '[#7]')]"
c2,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(C2=NCCc3ccccc32)cc1>>c1ccc(C2=NNCCc3ccccc32)cc1,c1ccc(C2=NNCCc3ccccc32)cc1,[NH2:6][O:20][P:19](=[O:18])([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[cH:1]1[cH:2][cH:3][c:4]([C:5]2=[N:7][CH2:8][CH2:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]32)[cH:16][cH:17]1>>[cH:1]1[cH:2][cH:3][c:4]([C:5]2=[N:6][NH:7][CH2:8][CH2:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]32)[cH:16][cH:17]1,"[['N:6 - H', 'N:6 - O:20'], ['C:5 = N:7']]","[['C:5 = N:6', 'N:6 - N:7', 'N:7 - H']]",[],"[(0, '[#7:2]', 'N:6 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]'), (1, '[#7&X2;H1,H0;!$([#7&X2][#7,#8,#9,#15,#16,#17,Br,I]):1]=[#6&X3:2]', 'C:5 = N:7', 'C', 'DOUBLE', 'N')]","[(0, '[#7][#7&X2:1]=[#6&X3:2]', 'C:5 = N:6', 'C', 'DOUBLE', 'N'), (0, '[#7:1][#7&X2:2]=[#6&X3]', 'N:6 - N:7', 'N', 'SINGLE', 'N'), (0, '[#7:2][#7&X2]=[#6&X3]', 'N:7 - H', 'N', 'SINGLE', 'H', '[#7][#7X2]=[#6X3]', '[H]')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:6 - O:20', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, '[#6]=[#7]', 'C:5 = N:7', 'C', 'DOUBLE', 'N', '[#6]', '[#7]')]","[(0, '[#6]=[#7]', 'C:5 = N:6', 'C', 'DOUBLE', 'N', '[#6]', '[#7]'), (0, '[#7]-[#7]', 'N:6 - N:7', 'N', 'SINGLE', 'N', '[#7]', '[#7]')]"
c2,CC(C)(C)OC(=O)N1C2CCCC1CC(=O)C2.NOP(=O)(c1ccccc1)c1ccccc1>>CC(C)(C)OC(=O)N1[C@@H]2CCC[C@H]1CC(=O)NC2,CC(C)(C)OC(=O)N1[C@@H]2CCC[C@H]1CC(=O)NC2,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH:9]2[CH2:10][CH2:11][CH2:12][CH:13]1[CH2:14][C:15](=[O:16])[CH2:18]2.[NH2:17][O:21][P:20](=[O:19])([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[C@@H:9]2[CH2:10][CH2:11][CH2:12][C@H:13]1[CH2:14][C:15](=[O:16])[NH:17][CH2:18]2,"[['C:15 - C:18'], ['N:17 - H', 'N:17 - O:21']]","[['C:18 - N:17', 'C:15 - N:17']]",[],"[(0, '[#6:2]1[#6][#6][#7][#6][#6:1]1', 'C:15 - C:18', 'C', 'SINGLE', 'C'), (1, '[#7:2]', 'N:17 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#6]1[#6][#6][#7:1][#6:2][#6][#7]1', 'C:18 - N:17', 'C', 'SINGLE', 'N'), (0, '[#6:1](=[#8])[#7:2]', 'C:15 - N:17', 'C', 'SINGLE', 'N')]","[(0, '[#6](=[#8])-[#6]', 'C:15 - C:18', 'C', 'SINGLE', 'C', '[#6]=[#8]', '[#6]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:17 - O:21', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6](=[#8])[#7]-[#6]', 'C:18 - N:17', 'N', 'SINGLE', 'C', '[#6](=[#8])[#7]', '[#6]'), (0, '[#6](=[#8])-[#7]', 'C:15 - N:17', 'C', 'SINGLE', 'N', '[#6]=[#8]', '[#7]')]"
c2,CC(=O)n1ccc2cccnc21.NOP(=O)(c1ccccc1)c1ccccc1>>CC(=O)n1ccc2ccc[n+](N)c21,CC(=O)n1ccc2ccc[n+](N)c21,[CH3:1][C:2](=[O:3])[n:4]1[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][n:11][c:13]12.[NH2:12][O:16][P:15](=[O:14])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1>>[CH3:1][C:2](=[O:3])[n:4]1[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][n+:11]([NH2:12])[c:13]12,"[None, ['N:12 - O:16']]",[['N:11 - N:12']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:11 - N:12', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:12 - O:16', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:11 - N:12', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c2,CCn1c2ccccc2c2cc(C(C)=O)ccc21.NOP(=O)(c1ccccc1)c1ccccc1>>CC(=O)Nc1ccc2c(c1)c1ccccc1n2C,CC(=O)Nc1ccc2c(c1)c1ccccc1n2C,[CH3:1][C:2](=[O:3])[c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[n:17]2[CH2:18][CH3:19].[NH2:4][O:22][P:21](=[O:20])([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1>>[CH3:1][C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[n:17]2[CH3:18],"[['C:18 - C:19', 'C:2 - C:5'], ['N:4 - O:22', 'N:4 - H']]","[['C:2 - N:4', 'C:5 - N:4', 'C:18 - H']]",[],"[(0, '[#6&H2:1][#6&H3:2]', 'C:18 - C:19', 'C', 'SINGLE', 'C'), (0, '[#6][#6:1](=[#8])[#6:2]', 'C:2 - C:5', 'C', 'SINGLE', 'C'), (1, '[#7:2]', 'N:4 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#6:1](=[#8])[#7:2]', 'C:2 - N:4', 'C', 'SINGLE', 'N'), (0, '[#7&X3&H1:1]([#6])[#6:2]', 'C:5 - N:4', 'C', 'SINGLE', 'N'), (0, '[#7&X3&H0]([#6])([#6:2])[#6]', 'C:18 - H', 'C', 'SINGLE', 'H', '[#7;X3H0]([#6])([#6])([#6])', '[H]')]","[(0, '[#7&X3&H0]([#6]-[#6])([#6])[#6]', 'C:18 - C:19', 'C', 'SINGLE', 'C', '[#7;X3H0]([#6])([#6])([#6])', '[#6]'), (0, 'c12c3cc(ccc3nc1cccc2)-[#6](=[#8])[#6&H3]', 'C:2 - C:5', 'C', 'SINGLE', 'C', '[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1', '[#6](=[#8])[#6;H3]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:4 - O:22', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, 'c1ccccc1[#7&!a;X4&H1&+,X4&H2&+,X4&H3&+,X3&H1&+0,X3&H0&+0,X3&H2&+0;!$([#7][!#6])]-[#6](=[#8])[#6&H3]', 'C:2 - N:4', 'N', 'SINGLE', 'C', '[c]1[c][c][c][c][c]1[#7;!a;X4H+,X4H2+,X4H3+,X3H+0,X3H0+0,X3H2+0;!$([#7][!#6])]', '[#6](=[#8])[#6;H3]'), (0, 'c12c3cc(ccc3nc1cccc2)-[#7][#6]=[#8]', 'C:5 - N:4', 'C', 'SINGLE', 'N', '[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1', '[#6](=[#8])[#7]')]"
c2,Clc1nc(Cl)c2ncn(Cc3ccccc3)c2n1.NOP(=O)(c1ccccc1)c1ccccc1>>Nc1nc(Cl)nc2c1ncn2Cc1ccccc1,Nc1nc(Cl)nc2c1ncn2Cc1ccccc1,[c:2]1([Cl:19])[n:3][c:4]([Cl:5])[n:6][c:7]2[c:8]1[n:9][cH:10][n:11]2[CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1.[NH2:1][O:22][P:21](=[O:20])([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1>>[NH2:1][c:2]1[n:3][c:4]([Cl:5])[n:6][c:7]2[c:8]1[n:9][cH:10][n:11]2[CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,"[['C:2 - Cl:19'], ['N:1 - O:22']]",[['C:2 - N:1']],[],"[(0, '[c:1][#9,#17,#35,#53:2]', 'C:2 - Cl:19', 'C', 'SINGLE', 'Cl')]","[(0, '[#7&X3&H2:1][#6:2]', 'C:2 - N:1', 'C', 'SINGLE', 'N')]","[(0, 'c12ncnc1c(ncn2)-[#17&v1]', 'C:2 - Cl:19', 'C', 'SINGLE', 'Cl', '[c]1([n][c][n]2)[c]2[c][n][c][n]1', '[#17v1]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:22', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, 'c12ncnc1c(ncn2)-[#7]', 'C:2 - N:1', 'C', 'SINGLE', 'N', '[c]1([n][c][n]2)[c]2[c][n][c][n]1', '[#7]')]"
c2,CC(C)[C@@H]1COC(=S)N1.NOP(=O)(c1ccccc1)c1ccccc1>>CC(C)[C@@H]1COC(=S)N1N,CC(C)[C@@H]1COC(=S)N1N,[CH3:1][CH:2]([CH3:3])[C@@H:4]1[CH2:5][O:6][C:7](=[S:8])[NH:9]1.[NH2:10][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1>>[CH3:1][CH:2]([CH3:3])[C@@H:4]1[CH2:5][O:6][C:7](=[S:8])[N:9]1[NH2:10],"[['N:9 - H'], ['N:10 - O:13']]",[['N:9 - N:10']],[],"[(0, '[#6]1[#8][#6][#7:2][#6]1', 'N:9 - H', 'N', 'SINGLE', 'H', '[#6]1[#8][#6][#7][#6]1', '[H]')]","[(0, '[#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:9 - N:10', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:10 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#8][#6][#7]([#6]1)-[#7]', 'N:9 - N:10', 'N', 'SINGLE', 'N', '[#6]1[#8][#6][#7][#6]1', '[#7]')]"
c2,NOP(=O)(c1ccccc1)c1ccccc1.O=Cc1ccc2cccnc2c1>>NC(=O)c1ccc2cccnc2c1,NC(=O)c1ccc2cccnc2c1,[NH2:1][O:16][P:15](=[O:14])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[CH:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][n:11][c:12]2[cH:13]1>>[NH2:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][n:11][c:12]2[cH:13]1,"[['N:1 - O:16'], ['C:2 - H']]",[['C:2 - N:1']],[],"[(1, '[#6&X3&H1:2]=[#8]', 'C:2 - H', 'C', 'SINGLE', 'H', '[#6X3;H1](=[#8])', '[H]')]","[(0, '[#6:1](=[#8])[#7:2]', 'C:2 - N:1', 'C', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:16', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6](=[#8])-[#7]', 'C:2 - N:1', 'C', 'SINGLE', 'N', '[#6]=[#8]', '[#7]')]"
