SMILES	CANSMILES	price(100mg)	source
COC1=CC(=C(C=C1F)[N+](=O)[O-])C(=O)O	COc1cc(C(=O)O)c([N+](=O)[O-])cc1F	13.3	现货目录
COC1=CC(=C(C=C1F)[N+](=O)[O-])N	COc1cc(N)c([N+](=O)[O-])cc1F	71	现货目录
COC1=CC(=C(C=C1O)C(O)=O)[N+]([O-])=O	COc1cc([N+](=O)[O-])c(C(=O)O)cc1O	1.9	有机化学清单
COC1=CC(=C(C=O)C=C1)[N+](=O)[O-]	COc1ccc(C=O)c([N+](=O)[O-])c1	4.9	有机化学清单
COC1=CC(=C(CN)C(=C1)F)F	COc1cc(F)c(CN)c(F)c1	30.3	现货目录
COC1=CC(=C(N)C=C1)S(O)(=O)=O	COc1ccc(N)c(S(=O)(=O)O)c1	0.52	有机化学清单
COC1=CC(=C(O)C=C1)[N+]([O-])=O	COc1ccc(O)c([N+](=O)[O-])c1	0.64	有机化学清单
COC1=CC(=C(OC)C=C1)S(Cl)(=O)=O	COc1ccc(OC)c(S(=O)(=O)Cl)c1	5.7	有机化学清单
COC1=CC(=CC(=C1)Br)CO	COc1cc(Br)cc(CO)c1	17.2	现货目录
COC1=CC(=CC(=C1)C(F)(F)F)B(O)O	COc1cc(B(O)O)cc(C(F)(F)F)c1	5.5	现货目录
COC1=CC(=CC(=C1)C2=NOC(=C2)N)OC	COc1cc(OC)cc(-c2cc(N)on2)c1	49.9	现货目录
COC1=CC(=CC(=C1)C=CC(=O)O)OC	COc1cc(C=CC(=O)O)cc(OC)c1	3.8	现货目录
COC1=CC(=CC(=C1)CCO)OC	COc1cc(CCO)cc(OC)c1	66.4	现货目录
COC1=CC(=CC(=C1)CN)OC	COc1cc(CN)cc(OC)c1	1.8	现货目录
COC1=CC(=CC(=C1)N)Cl	COc1cc(N)cc(Cl)c1	17.6	现货目录
COC1=CC(=CC(=C1)[N+](=O)[O-])CO	COc1cc(CO)cc([N+](=O)[O-])c1	97.2	现货目录
COC1=CC(=CC(=C1B(O)O)F)Br	COc1cc(Br)cc(F)c1B(O)O	6.4	现货目录
COC1=CC(=CC(=C1C=O)OC)OCCCCC(=O)O	COc1cc(OCCCCC(=O)O)cc(OC)c1C=O	23.8	现货目录
COC1=CC(=CC(=C1N)Br)Cl	COc1cc(Cl)cc(Br)c1N	15.3	现货目录
COC1=CC(=CC(=C1N)Cl)Cl	COc1cc(Cl)cc(Cl)c1N	26	现货目录
COC1=CC(=CC(=C1N)[N+](=O)[O-])Br	COc1cc(Br)cc([N+](=O)[O-])c1N	33.9	现货目录
COC1=CC(=CC(=C1O)Cl)C(=O)O	COc1cc(C(=O)O)cc(Cl)c1O	2.1	现货目录
COC1=CC(=CC(=C1OC)N)C(=O)O	COc1cc(C(=O)O)cc(N)c1OC	16.4	现货目录
COC1=CC(=CC(=C1OC)O)C(=O)O	COc1cc(C(=O)O)cc(O)c1OC	69.6	现货目录
COC1=CC(=CC(Br)=N1)C(O)=O	COc1cc(C(=O)O)cc(Br)n1	55.7	现货目录
COC1=CC(=CC(Cl)=C1)C(O)=O	COc1cc(Cl)cc(C(=O)O)c1	3.4	现货目录
COC1=CC(=CC=C1)OCCC(=O)O	COc1cccc(OCCC(=O)O)c1	18.1	现货目录
COC1=CC(=CC=C1)SCC(=O)O	COc1cccc(SCC(=O)O)c1	31.1	现货目录
COC1=CC(=CC=C1N)N1CCN(CC1)C(C)=O	COc1cc(N2CCN(C(C)=O)CC2)ccc1N	7	现货目录
COC1=CC(=NC=C1)CN	COc1ccnc(CN)c1	25.7	现货目录
COC1=CC(=NC=C1B(O)O)OC	COc1cc(OC)c(B(O)O)cn1	88.4	现货目录
COC1=CC(=NC=C1N)Cl	COc1cc(Cl)ncc1N	49.6	现货目录
COC1=CC(B(O)O)=C(C)C=C1	COc1ccc(C)c(B(O)O)c1	58	现货目录
COC1=CC(B(O)O)=C(F)C=C1F	COc1cc(B(O)O)c(F)cc1F	90.7	现货目录
COC1=CC(B(O)O)=C(OC)C=C1	COc1ccc(OC)c(B(O)O)c1	2.5	现货目录
COC1=CC(B(O)O)=CC(F)=C1	COc1cc(F)cc(B(O)O)c1	1.8	现货目录
COC1=CC(B(O)O)=CC=C1Br	COc1cc(B(O)O)ccc1Br	30.5	现货目录
COC1=CC(B(O2)OC(C)(C)C2(C)C)=CC(Cl)=N1	COc1cc(B2OC(C)(C)C(C)(C)O2)cc(Cl)n1	88.5	现货目录
COC1=CC(Br)=C(C=C1O)C(O)=O	COc1cc(Br)c(C(=O)O)cc1O	0.58	有机化学清单
COC1=CC(Br)=CC(B(O)O)=C1	COc1cc(Br)cc(B(O)O)c1	5.3	现货目录
COC1=CC(Br)=CC(Br)=C1	COc1cc(Br)cc(Br)c1	2.6	有机化学清单
COC1=CC(Br)=CC(C(O)=O)=C1OC	COc1cc(Br)cc(C(=O)O)c1OC	25	现货目录
COC1=CC(Br)=CC=C1	COc1cccc(Br)c1	0.25	有机化学清单
COC1=CC(Br)=CC=C1Br	COc1cc(Br)ccc1Br	2.7	有机化学清单
COC1=CC(Br)=NC(Br)=C1	COc1cc(Br)nc(Br)c1	10.8	有机化学清单
COC1=CC(Br)=NC=C1	COc1ccnc(Br)c1	11.2	有机化学清单
COC1=CC(C#N)=C(OC)C=C1	COc1ccc(OC)c(C#N)c1	3.1	有机化学清单
COC1=CC(C(C)(C)C)=CC=C1	COc1cccc(C(C)(C)C)c1	26.8	有机化学清单
COC1=CC(C(C)=O)=C(OC)C=C1	COc1ccc(OC)c(C(C)=O)c1	0.5	有机化学清单
COC1=CC(C(C)=O)=CC(C(C)=O)=C1	COc1cc(C(C)=O)cc(C(C)=O)c1	21	有机化学清单
COC1=CC(C(O)=CC=N2)=C2C=C1	COc1ccc2nccc(O)c2c1	3	现货目录
COC1=CC(C(O)=O)=C(C=C1)N2N=CC=N2	COc1ccc(-n2nccn2)c(C(=O)O)c1	39	现货目录
COC1=CC(C(O)=O)=C(F)C=C1	COc1ccc(F)c(C(=O)O)c1	3.8	现货目录
COC1=CC(C(O)=O)=C(N)C=N1	COc1cc(C(=O)O)c(N)cn1	19.4	现货目录
COC1=CC(C(O)=O)=C(O)C=C1	COc1ccc(O)c(C(=O)O)c1	1.6	现货目录
COC1=CC(C(O)=O)=CC(F)=C1	COc1cc(F)cc(C(=O)O)c1	1.8	现货目录
COC1=CC(C)=C(B(O)O)C(C)=C1	COc1cc(C)c(B(O)O)c(C)c1	3.3	现货目录
COC1=CC(C)=C(C(O)=O)C(C)=C1	COc1cc(C)c(C(=O)O)c(C)c1	14.5	有机化学清单
COC1=CC(C)=C(N)C(C)=C1	COc1cc(C)c(N)c(C)c1	10.4	现货目录
COC1=CC(C)=C(N)C=N1	COc1cc(C)c(N)cn1	3.1	现货目录
COC1=CC(C)=C(OC)C=C1	COc1ccc(OC)c(C)c1	2.7	有机化学清单
COC1=CC(C)=NC=C1	COc1ccnc(C)c1	4.5	有机化学清单
COC1=CC(C=CC(O)=O)=CC(OC)=C1OC	COc1cc(C=CC(=O)O)cc(OC)c1OC	0.5	有机化学清单
COC1=CC(C=O)=C(OC)C=C1C	COc1cc(C=O)c(OC)cc1C	10.8	有机化学清单
COC1=CC(C=O)=CC(C)=C1	COc1cc(C)cc(C=O)c1	11.2	有机化学清单
COC1=CC(C=O)=CC(O)=C1O	COc1cc(C=O)cc(O)c1O	10.4	有机化学清单
COC1=CC(C=O)=CC=C1B(O)O	COc1cc(C=O)ccc1B(O)O	7.9	现货目录
COC1=CC(CBr)=C(C=C1OC)[N+]([O-])=O	COc1cc(CBr)c([N+](=O)[O-])cc1OC	18	有机化学清单
COC1=CC(CC(O)=O)=C(OC)C=C1	COc1ccc(OC)c(CC(=O)O)c1	5	现货目录
COC1=CC(CC=C)=CC=C1OC	C=CCc1ccc(OC)c(OC)c1	0.252	有机化学清单
COC1=CC(CCl)=CC=C1	COc1cccc(CCl)c1	8	有机化学清单
COC1=CC(CN)=CC=N1	COc1cc(CN)ccn1	15.7	现货目录
COC1=CC(CO)=C(C=C1OC)[N+]([O-])=O	COc1cc(CO)c([N+](=O)[O-])cc1OC	3	有机化学清单
COC1=CC(Cl)=C(Br)C(Cl)=C1	COc1cc(Cl)c(Br)c(Cl)c1	17.6	有机化学清单
COC1=CC(Cl)=CC=C1B(O)O	COc1cc(Cl)ccc1B(O)O	2.1	现货目录
COC1=CC(Cl)=CC=C1[N+]([O-])=O	COc1cc(Cl)ccc1[N+](=O)[O-]	1.4	有机化学清单
COC1=CC(Cl)=NN=C1Cl	COc1cc(Cl)nnc1Cl	9.6	有机化学清单
COC1=CC(F)=CC(N)=C1	COc1cc(N)cc(F)c1	2.4	现货目录
COC1=CC(F)=CC=C1B(O)O	COc1cc(F)ccc1B(O)O	1.7	现货目录
COC1=CC(F)=CC=C1OC	COc1ccc(F)cc1OC	2.9	有机化学清单
COC1=CC(F)=NC=C1	COc1ccnc(F)c1	28	有机化学清单
COC1=CC(F)=NC=N1	COc1cc(F)ncn1	27.2	有机化学清单
COC1=CC(I)=C(C=C1)C(O)=O	COc1ccc(C(=O)O)c(I)c1	8.6	现货目录
COC1=CC(I)=C(C=C1OC)C(O)=O	COc1cc(I)c(C(=O)O)cc1OC	11.2	有机化学清单
COC1=CC(I)=CC=C1	COc1cccc(I)c1	0.68	有机化学清单
COC1=CC(I)=CC=C1F	COc1cc(I)ccc1F	24	有机化学清单
COC1=CC(N)=C(F)C=C1	COc1ccc(F)c(N)c1	10.7	有机化学清单
COC1=CC(N)=C(N)C=N1	COc1cc(N)c(N)cn1	71.2	现货目录
COC1=CC(N)=C(OC)C=C1Cl	COc1cc(Cl)c(OC)cc1N	1.6	现货目录
COC1=CC(N)=C(SCC)C=C1C(O)=O	CCSc1cc(C(=O)O)c(OC)cc1N	0.8	有机化学清单
COC1=CC(N)=C2N=CC=CC2=C1	COc1cc(N)c2ncccc2c1	3.6	现货目录
COC1=CC(N)=NC(Br)=C1	COc1cc(N)nc(Br)c1	76.6	现货目录
COC1=CC(N)=NC(N)=N1	COc1cc(N)nc(N)n1	5.5	现货目录
COC1=CC(N2CCNCC2)=CC=C1.[H]Cl	COc1cccc(N2CCNCC2)c1.Cl	1.48	有机化学清单
COC1=CC(N2CCNCC2)=CC=C1.[H]Cl.[H]Cl	COc1cccc(N2CCNCC2)c1.Cl.Cl	1.9	有机化学清单
COC1=CC(NC2=C3C=CC=C2)=C3C=C1Br	COc1cc2[nH]c3ccccc3c2cc1Br	19.3	有机化学清单
COC1=CC(O)=CC=N1	COc1cc(O)ccn1	5.2	现货目录
COC1=CC(OC)=C(B(O)O)C(OC)=C1	COc1cc(OC)c(B(O)O)c(OC)c1	23.7	现货目录
COC1=CC(OC)=C(Br)C(OC)=C1	COc1cc(OC)c(Br)c(OC)c1	15.2	有机化学清单
COC1=CC(OC)=C(C=C1)S(Cl)(=O)=O	COc1ccc(S(=O)(=O)Cl)c(OC)c1	1.74	有机化学清单
COC1=CC(OC)=C(CN)C=C1.Cl	COc1ccc(CN)c(OC)c1.Cl	2.7	现货目录
COC1=CC(OC)=C(I)C=C1	COc1ccc(I)c(OC)c1	2.7	有机化学清单
COC1=CC(OC)=CC(B(O)O)=C1	COc1cc(OC)cc(B(O)O)c1	2.6	现货目录
COC1=CC(OC)=CC(CBr)=C1	COc1cc(CBr)cc(OC)c1	11.2	有机化学清单
COC1=CC(OC)=CC(CC(O)=O)=C1	COc1cc(CC(=O)O)cc(OC)c1	1.8	现货目录
COC1=CC(OC)=CC(CCC(O)=O)=C1	COc1cc(CCC(=O)O)cc(OC)c1	2.5	现货目录
COC1=CC(OC)=CC(CO)=C1	COc1cc(CO)cc(OC)c1	0.27	有机化学清单
COC1=CC(OC)=CC(OC)=C1N.Cl	COc1cc(OC)c(N)c(OC)c1.Cl	12.7	现货目录
COC1=CC(OC)=CC=C1	COc1cccc(OC)c1	0.23	有机化学清单
COC1=CC(OC)=NC(C)=N1	COc1cc(OC)nc(C)n1	3.4	有机化学清单
COC1=CC(OC)=NC(OC)=N1	COc1cc(OC)nc(OC)n1	19.6	有机化学清单
COC1=CC(OC)=NC=C1	COc1ccnc(OC)c1	2.4	有机化学清单
COC1=CC(OC)=NC=N1	COc1cc(OC)ncn1	8.8	有机化学清单
COC1=CC(OCC)=CC=C1B(O)O	CCOc1ccc(B(O)O)c(OC)c1	29	有机化学清单
COC1=CC(OCCBr)=CC=C1	COc1cccc(OCCBr)c1	15.2	有机化学清单
COC1=CC([C@@H](N)CO)=CC=C1.[H]Cl	COc1cccc([C@@H](N)CO)c1.Cl	43.4	现货目录
COC1=CC([N+]([O-])=O)=C(B(O)O)C=C1	COc1ccc(B(O)O)c([N+](=O)[O-])c1	46.4	现货目录
COC1=CC([N+]([O-])=O)=CC(Cl)=C1	COc1cc(Cl)cc([N+](=O)[O-])c1	10.3	有机化学清单
COC1=CC2=C(C=C1)C(=CN2)CC(=O)O	COc1ccc2c(CC(=O)O)c[nH]c2c1	19.6	现货目录
COC1=CC2=C(C=C1)C(=NC2=O)O	COc1ccc2c(c1)C(=O)N=C2O	18.7	现货目录
COC1=CC2=C(C=C1)C1=C(N2)C(C)=NC=C1	COc1ccc2c(c1)[nH]c1c(C)nccc12	27.6	有机化学清单
COC1=CC2=C(C=C1)C3=C(C=C(C=C3)O)OC2=O	COc1ccc2c(c1)c(=O)oc1cc(O)ccc12	5.7	现货目录
COC1=CC2=C(C=C1)C=C(C(=O)O)S2	COc1ccc2cc(C(=O)O)sc2c1	70.3	现货目录
COC1=CC2=C(C=C1)CC(CO2)C(=O)O	COc1ccc2c(c1)OCC(C(=O)O)C2	30.9	现货目录
COC1=CC2=C(C=C1)N=C(C)C=C2	COc1ccc2nc(C)ccc2c1	2.7	有机化学清单
COC1=CC2=C(C=C1)N=C(O)S2	COc1ccc2nc(O)sc2c1	18.5	现货目录
COC1=CC2=C(C=C1)NC(=C2)CO	COc1ccc2[nH]c(CO)cc2c1	80.3	现货目录
COC1=CC2=C(C=C1)NC=C2CCC(=O)O	COc1ccc2[nH]cc(CCC(=O)O)c2c1	46	现货目录
COC1=CC2=C(C=C1OC)CCN=C2	COc1cc2c(cc1OC)CCN=C2	6.8	有机化学清单
COC1=CC2=C(C=C1OC)CCN=C2.[H]Cl	COc1cc2c(cc1OC)CCN=C2.Cl	3.2	有机化学清单
COC1=CC2=C(C=C1OC)CCN[C@@H]2CC3=CC=C(OC)C(OC)=C3.[H]Cl	COc1ccc(C[C@H]2NCCc3cc(OC)c(OC)cc32)cc1OC.Cl	3.2	有机化学清单
COC1=CC2=C(C=CC(O)=C2)C=C1	COc1ccc2ccc(O)cc2c1	2.8	有机化学清单
COC1=CC2=C(C=CC=C2)C(=C1)B(O)O	COc1cc(B(O)O)c2ccccc2c1	45.6	现货目录
COC1=CC2=C(C=CC=C2)C=C1	COc1ccc2ccccc2c1	0.043	有机化学清单
COC1=CC2=C(C=CC=C2)C=C1OC	COc1cc2ccccc2cc1OC	2.9	有机化学清单
COC1=CC2=C(C=CC=C2N)C=C1	COc1ccc2cccc(N)c2c1	60	现货目录
COC1=CC2=C(CNCC2)C=C1.[H]Cl	COc1ccc2c(c1)CCNC2.Cl	12.4	有机化学清单
COC1=CC2=C(Cl)C3=CC=C(Cl)C=C3N=C2C=C1	COc1ccc2nc3cc(Cl)ccc3c(Cl)c2c1	17.6	有机化学清单
COC1=CC2=C(N=C(Cl)N=C2C=C1)O	COc1ccc2nc(Cl)nc(O)c2c1	49.2	现货目录
COC1=CC2=C(NC(=C2)C(O)=O)C(OC)=C1OC	COc1cc2cc(C(=O)O)[nH]c2c(OC)c1OC	30.9	现货目录
COC1=CC2=C(NC(N)=N2)C=C1	COc1ccc2[nH]c(N)nc2c1	13.1	现货目录
COC1=CC2=C(NC3=C2CCNC3)C=C1	COc1ccc2[nH]c3c(c2c1)CCNC3	19.6	有机化学清单
COC1=CC2=C(NC=C2C#N)C=C1	COc1ccc2[nH]cc(C#N)c2c1	27	有机化学清单
COC1=CC2=C(NC=C2CCNC(C)=O)C=C1	COc1ccc2[nH]cc(CCNC(C)=O)c2c1	0.66	有机化学清单
COC1=CC2=C(NCC2)C=C1.[H]Cl	COc1ccc2c(c1)CCN2.Cl	28.8	有机化学清单
COC1=CC2=C(NCCC2)C=C1	COc1ccc2c(c1)CCCN2	21	有机化学清单
COC1=CC2=C(NN=C2)C=C1	COc1ccc2[nH]ncc2c1	7.1	有机化学清单
COC1=CC2=CC(=C(N=C2C=C1)O)C=O	COc1ccc2nc(O)c(C=O)cc2c1	85.8	现货目录
COC1=CC2=CC(OC)=CC=C2C=C1	COc1ccc2ccc(OC)cc2c1	2	有机化学清单
COC1=CC2=CC=CC(OC)=C2C=C1	COc1ccc2c(OC)cccc2c1	2.7	有机化学清单
COC1=CC2=NC(=C(C=C2C=C1)C(=O)O)Cl	COc1ccc2cc(C(=O)O)c(Cl)nc2c1	71.4	现货目录
COC1=CC2=NC(=CN2C=C1)C(=O)O	COc1ccn2cc(C(=O)O)nc2c1	61.2	现货目录
COC1=CC=C(/C(C2=CC=CC=C2)=C(C3=CC=C(OC)C=C3)\C4=CC=CC=C4)C=C1	COc1ccc(/C(=C(\c2ccccc2)c2ccc(OC)cc2)c2ccccc2)cc1	20.6	有机化学清单
COC1=CC=C(/C=C/[N+]([O-])=O)C=C1OCC2=CC=CC=C2	COc1ccc(/C=C/[N+](=O)[O-])cc1OCc1ccccc1	18.2	有机化学清单
COC1=CC=C(/C=N/C2=CC=C(CCCC)C=C2)C=C1	CCCCc1ccc(/N=C/c2ccc(OC)cc2)cc1	5.5	有机化学清单
COC1=CC=C(B(O)O)C(Cl)=C1	COc1ccc(B(O)O)c(Cl)c1	2.4	现货目录
COC1=CC=C(B(O)O)C(F)=N1	COc1ccc(B(O)O)c(F)n1	37.2	现货目录
COC1=CC=C(B(O)O)C(OC)=C1	COc1ccc(B(O)O)c(OC)c1	1.7	现货目录
COC1=CC=C(B(O)O)C=C1CO	COc1ccc(B(O)O)cc1CO	2.9	现货目录
COC1=CC=C(B(O)O)C=C1OC	COc1ccc(B(O)O)cc1OC	1.6	现货目录
COC1=CC=C(B(O)O)C=N1	COc1ccc(B(O)O)cn1	2.1	现货目录
COC1=CC=C(Br)C(Cl)=N1	COc1ccc(Br)c(Cl)n1	16	有机化学清单
COC1=CC=C(Br)C(I)=C1	COc1ccc(Br)c(I)c1	12	有机化学清单
COC1=CC=C(Br)C(OC)=N1	COc1ccc(Br)c(OC)n1	3.6	有机化学清单
COC1=CC=C(Br)C=C1C(F)(F)F	COc1ccc(Br)cc1C(F)(F)F	3.9	有机化学清单
COC1=CC=C(Br)C=C1C23CC4CC(C3)CC(C4)C2	COc1ccc(Br)cc1C12CC3CC(CC(C3)C1)C2	0.58	有机化学清单
COC1=CC=C(Br)C=C1I	COc1ccc(Br)cc1I	7.2	有机化学清单
COC1=CC=C(Br)N=C1N	COc1ccc(Br)nc1N	33.1	现货目录
COC1=CC=C(C#CC2=CC=C(CC)C=C2)C=C1	CCc1ccc(C#Cc2ccc(OC)cc2)cc1	1.74	有机化学清单
COC1=CC=C(C(=C1)B(O)O)Br	COc1ccc(Br)c(B(O)O)c1	7.4	现货目录
COC1=CC=C(C(=C1)CC(=O)O)Br	COc1ccc(Br)c(CC(=O)O)c1	43.2	现货目录
COC1=CC=C(C(=C1)CCC(=O)O)OC	COc1ccc(OC)c(CCC(=O)O)c1	3.6	现货目录
COC1=CC=C(C(=C1)CN)Br	COc1ccc(Br)c(CN)c1	74.4	现货目录
COC1=CC=C(C(=C1)CN)F	COc1ccc(F)c(CN)c1	62.7	现货目录
COC1=CC=C(C(=C1)CO)[N+](=O)[O-]	COc1ccc([N+](=O)[O-])c(CO)c1	81.9	现货目录
COC1=CC=C(C(=C1Cl)B(O)O)Cl	COc1ccc(Cl)c(B(O)O)c1Cl	43.3	现货目录
COC1=CC=C(C(=C1Cl)CO)F	COc1ccc(F)c(CO)c1Cl	35.9	现货目录
COC1=CC=C(C(C)(C)C)C=C1	COc1ccc(C(C)(C)C)cc1	0.42	有机化学清单
COC1=CC=C(C(CN)=O)C=C1.Cl	COc1ccc(C(=O)CN)cc1.Cl	30.4	现货目录
COC1=CC=C(C(N)=S)C=C1	COc1ccc(C(N)=S)cc1	2.9	现货目录
COC1=CC=C(C(O)=O)C(OC)=N1	COc1ccc(C(=O)O)c(OC)n1	11.1	现货目录
COC1=CC=C(C(OC)=C1)CO	COc1ccc(CO)c(OC)c1	0.58	有机化学清单
COC1=CC=C(C2(C(O)=O)CCC2)C=C1	COc1ccc(C2(C(=O)O)CCC2)cc1	41.9	现货目录
COC1=CC=C(C2=C3C=CC=CC3=C(C4=CC=C(OC)C=C4)C5=CC=CC=C25)C=C1	COc1ccc(-c2c3ccccc3c(-c3ccc(OC)cc3)c3ccccc23)cc1	6.1	有机化学清单
COC1=CC=C(C2=CC=C(B(O)O)C=C2)C=C1	COc1ccc(-c2ccc(B(O)O)cc2)cc1	17.5	现货目录
COC1=CC=C(C2=CC=C(OC)C=C2)C=C1	COc1ccc(-c2ccc(OC)cc2)cc1	1.02	有机化学清单
COC1=CC=C(C2=CC=CC=C21)B(O)O	COc1ccc(B(O)O)c2ccccc12	6.8	现货目录
COC1=CC=C(C2=NC(Cl)=NC(Cl)=N2)C=C1	COc1ccc(-c2nc(Cl)nc(Cl)n2)cc1	3	有机化学清单
COC1=CC=C(C=C1)/C=C/B(OC2(C)C)OC2(C)C	COc1ccc(/C=C/B2OC(C)(C)C(C)(C)O2)cc1	31	现货目录
COC1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)N	COc1ccc(/C=C/C(=O)c2ccc(N)cc2)cc1	56.5	现货目录
COC1=CC=C(C=C1)C(=O)C1=CC=C(F)C=C1	COc1ccc(C(=O)c2ccc(F)cc2)cc1	0.66	有机化学清单
COC1=CC=C(C=C1)C(=O)C1=CC=C(OC)C=C1	COc1ccc(C(=O)c2ccc(OC)cc2)cc1	0.36	有机化学清单
COC1=CC=C(C=C1)C(=O)C1=CC=CC=C1	COc1ccc(C(=O)c2ccccc2)cc1	0.33	有机化学清单
COC1=CC=C(C=C1)C(=O)C=CC(=O)O	COc1ccc(C(=O)C=CC(=O)O)cc1	21.8	现货目录
COC1=CC=C(C=C1)C(=O)CC#N	COc1ccc(C(=O)CC#N)cc1	12.4	有机化学清单
COC1=CC=C(C=C1)C(=O)CC1=CC=CC=C1	COc1ccc(C(=O)Cc2ccccc2)cc1	7.6	有机化学清单
COC1=CC=C(C=C1)C(=O)CCCC(=O)O	COc1ccc(C(=O)CCCC(=O)O)cc1	30.6	现货目录
COC1=CC=C(C=C1)C(=O)CO	COc1ccc(C(=O)CO)cc1	35.2	现货目录
COC1=CC=C(C=C1)C(=O)NN	COc1ccc(C(=O)NN)cc1	0.42	有机化学清单
COC1=CC=C(C=C1)C(C(=C)C(=O)OC)O	C=C(C(=O)OC)C(O)c1ccc(OC)cc1	70.7	现货目录
COC1=CC=C(C=C1)C(C(=O)C2=CC=C(C=C2)OC)O	COc1ccc(C(=O)C(O)c2ccc(OC)cc2)cc1	1.6	现货目录
COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)N	COc1ccc(C(N)c2ccc(OC)cc2)cc1	22.8	现货目录
COC1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O	COc1ccc(C(O)(c2ccccc2)c2ccccc2)cc1	7.2	现货目录
COC1=CC=C(C=C1)C(CCC(=O)O)O	COc1ccc(C(O)CCC(=O)O)cc1	21.3	现货目录
COC1=CC=C(C=C1)C(SCCC(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1	COc1ccc(C(SCCC(=O)O)(c2ccccc2)c2ccccc2)cc1	20.5	现货目录
COC1=CC=C(C=C1)C1(CC1)C(O)=O	COc1ccc(C2(C(=O)O)CC2)cc1	2.9	现货目录
COC1=CC=C(C=C1)C1=CC2=C(S1)C=C(OC)C=C2	COc1ccc(-c2cc3ccc(OC)cc3s2)cc1	0.94	有机化学清单
COC1=CC=C(C=C1)C1=CSC(N)=N1	COc1ccc(-c2csc(N)n2)cc1	7.1	有机化学清单
COC1=CC=C(C=C1)C2(C3=CC=CC=C3OC4=CC=CC=C42)O	COc1ccc(C2(O)c3ccccc3Oc3ccccc32)cc1	13.3	现货目录
COC1=CC=C(C=C1)C2(CC(=O)C2)C(=O)O	COc1ccc(C2(C(=O)O)CC(=O)C2)cc1	97.8	现货目录
COC1=CC=C(C=C1)C2(CCCC2)CN	COc1ccc(C2(CN)CCCC2)cc1	82.2	现货目录
COC1=CC=C(C=C1)C2=C(C(=O)O)N=CO2	COc1ccc(-c2ocnc2C(=O)O)cc1	56.2	现货目录
COC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O	COc1ccc(-c2ccc(C(=O)O)cc2)cc1	9.9	现货目录
COC1=CC=C(C=C1)C2=CC=C(C=C2)N	COc1ccc(-c2ccc(N)cc2)cc1	13.1	现货目录
COC1=CC=C(C=C1)C2=CC=CC(=C2)CC(=O)O	COc1ccc(-c2cccc(CC(=O)O)c2)cc1	81.3	现货目录
COC1=CC=C(C=C1)C2N[C@@H](CS2)C(=O)O	COc1ccc(C2N[C@H](C(=O)O)CS2)cc1	56.2	现货目录
COC1=CC=C(C=C1)CCN2CCC(CC2)N	COc1ccc(CCN2CCC(N)CC2)cc1	10.6	现货目录
COC1=CC=C(C=C1)CN2C=C(C=N2)C(=O)O	COc1ccc(Cn2cc(C(=O)O)cn2)cc1	8.3	现货目录
COC1=CC=C(C=C1)CNC2=CC=CC=C2	COc1ccc(CNc2ccccc2)cc1	8.5	现货目录
COC1=CC=C(C=C1)CNC2CC2	COc1ccc(CNC2CC2)cc1	9.2	现货目录
COC1=CC=C(C=C1)CNCC.Cl	CCNCc1ccc(OC)cc1.Cl	3.4	现货目录
COC1=CC=C(C=C1)CNCC2=CC=C(OC)C=C2	COc1ccc(CNCc2ccc(OC)cc2)cc1	1.6	有机化学清单
COC1=CC=C(C=C1)CNCCO	COc1ccc(CNCCO)cc1	37.8	现货目录
COC1=CC=C(C=C1)COC(=N)C(Cl)(Cl)Cl	COc1ccc(COC(=N)C(Cl)(Cl)Cl)cc1	8.8	现货目录
COC1=CC=C(C=C1)COC2=C(C=C(C(=C2)[N+](=O)[O-])C(=O)O)OC	COc1ccc(COc2cc([N+](=O)[O-])c(C(=O)O)cc2OC)cc1	5.1	现货目录
COC1=CC=C(C=C1)C[B-](F)(F)F.[K+]	COc1ccc(C[B-](F)(F)F)cc1.[K+]	67.2	现货目录
COC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=C(OC)C=C1	COc1ccc(N(c2ccccc2)c2ccc(OC)cc2)cc1	8	有机化学清单
COC1=CC=C(C=C1)N.Cl	COc1ccc(N)cc1.Cl	1.9	现货目录
COC1=CC=C(C=C1)N2C(=C(C=N2)C(=O)O)N	COc1ccc(-n2ncc(C(=O)O)c2N)cc1	15.7	现货目录
COC1=CC=C(C=C1)NC(=O)C2=CC=CC=C2N	COc1ccc(NC(=O)c2ccccc2N)cc1	97.9	现货目录
COC1=CC=C(C=C1)NC(=O)CN.Cl	COc1ccc(NC(=O)CN)cc1.Cl	65.4	现货目录
COC1=CC=C(C=C1)NC(=O)CO	COc1ccc(NC(=O)CO)cc1	79.8	现货目录
COC1=CC=C(C=C1)NCC2=CC=C(C=C2)Cl	COc1ccc(NCc2ccc(Cl)cc2)cc1	58.9	现货目录
COC1=CC=C(C=C1)NCC2=CC=CC=C2	COc1ccc(NCc2ccccc2)cc1	4.4	有机化学清单
COC1=CC=C(C=C1)OC2=CC=C(C=C2)N	COc1ccc(Oc2ccc(N)cc2)cc1	2	现货目录
