SMILES	CANSMILES	price(100mg)	source
COC1=CC=C(C=C1)[C@H](C)O	COc1ccc([C@H](C)O)cc1	22	有机化学清单
COC1=CC=C(C=C1/C=C/C(=O)O)F	COc1ccc(F)cc1/C=C/C(=O)O	36.1	现货目录
COC1=CC=C(C=C1B(O)O)C#N	COc1ccc(C#N)cc1B(O)O	11.8	现货目录
COC1=CC=C(C=C1C#N)B(O)O	COc1ccc(B(O)O)cc1C#N	44.6	现货目录
COC1=CC=C(C=C1CC(=O)O)Br	COc1ccc(Br)cc1CC(=O)O	5.6	现货目录
COC1=CC=C(C=C1CN)F	COc1ccc(F)cc1CN	46.6	现货目录
COC1=CC=C(C=C1CO)C(F)(F)F	COc1ccc(C(F)(F)F)cc1CO	17.9	现货目录
COC1=CC=C(C=C1CO)[N+](=O)[O-]	COc1ccc([N+](=O)[O-])cc1CO	25.8	现货目录
COC1=CC=C(C=C1F)CCl	COc1ccc(CCl)cc1F	3.2	有机化学清单
COC1=CC=C(C=CC(O)=O)C=C1	COc1ccc(C=CC(=O)O)cc1	0.108	有机化学清单
COC1=CC=C(C=CC(O)=O)C=C1OCC1=CC=CC=C1	COc1ccc(C=CC(=O)O)cc1OCc1ccccc1	10.1	现货目录
COC1=CC=C(C=N1)B1OC(C)(C)C(C)(C)O1	COc1ccc(B2OC(C)(C)C(C)(C)O2)cn1	1.6	现货目录
COC1=CC=C(CC(O)=O)C=N1	COc1ccc(CC(=O)O)cn1	29.4	现货目录
COC1=CC=C(CC=C)C=C1	C=CCc1ccc(OC)cc1	0.188	有机化学清单
COC1=CC=C(CN)C=N1	COc1ccc(CN)cn1	13.7	现货目录
COC1=CC=C(CNC2=NC=NS2)C(OC)=C1	COc1ccc(CNc2ncns2)c(OC)c1	49.7	现货目录
COC1=CC=C(CNCC2=CC=C(OC)C=C2)C=C1.[H]Cl	COc1ccc(CNCc2ccc(OC)cc2)cc1.Cl	1.7	现货目录
COC1=CC=C(CO)C=C1	COc1ccc(CO)cc1	1.6	现货目录
COC1=CC=C(CO)C=N1	COc1ccc(CO)cn1	4.6	现货目录
COC1=CC=C(CS(CC(O)=O)(=O)=O)C=C1[N+]([O-])=O	COc1ccc(CS(=O)(=O)CC(=O)O)cc1[N+](=O)[O-]	38.8	现货目录
COC1=CC=C(CSC[C@H](N)C(O)=O)C=C1	COc1ccc(CSC[C@H](N)C(=O)O)cc1	2.9	有机化学清单
COC1=CC=C(Cl)C(Cl)=C1	COc1ccc(Cl)c(Cl)c1	3.1	有机化学清单
COC1=CC=C(Cl)C(OC)=C1	COc1ccc(Cl)c(OC)c1	5.72	有机化学清单
COC1=CC=C(Cl)C=C1Br	COc1ccc(Cl)cc1Br	0.36	有机化学清单
COC1=CC=C(Cl)C=C1N=C=S	COc1ccc(Cl)cc1N=C=S	13.6	有机化学清单
COC1=CC=C(F)C(B(O)O)=C1Br	COc1ccc(F)c(B(O)O)c1Br	1.8	现货目录
COC1=CC=C(F)C(C)=C1	COc1ccc(F)c(C)c1	2.6	有机化学清单
COC1=CC=C(F)C=C1	COc1ccc(F)cc1	0.132	有机化学清单
COC1=CC=C(F)C=C1B(O)O	COc1ccc(F)cc1B(O)O	1.9	现货目录
COC1=CC=C(I)C=C1	COc1ccc(I)cc1	0.224	有机化学清单
COC1=CC=C(I)C=C1B(O)O	COc1ccc(I)cc1B(O)O	19.6	现货目录
COC1=CC=C(I)C=C1Br	COc1ccc(I)cc1Br	23	有机化学清单
COC1=CC=C(I)C=C1Cl	COc1ccc(I)cc1Cl	14	有机化学清单
COC1=CC=C(I)C=C1F	COc1ccc(I)cc1F	24	有机化学清单
COC1=CC=C(I)N=C1Br	COc1ccc(I)nc1Br	10.8	有机化学清单
COC1=CC=C(N(C2=CC=C(B(O)O)C=C2)C3=CC=C(OC)C=C3)C=C1	COc1ccc(N(c2ccc(OC)cc2)c2ccc(B(O)O)cc2)cc1	27	有机化学清单
COC1=CC=C(N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1	COc1ccc(N(c2ccccc2)c2ccccc2)cc1	5.5	现货目录
COC1=CC=C(N)C(Cl)=N1	COc1ccc(N)c(Cl)n1	2.2	现货目录
COC1=CC=C(N)C(N)=C1.[2H]Cl	COc1ccc(N)c(N)c1.[2H]Cl	2.1	现货目录
COC1=CC=C(N)N=C1OC	COc1ccc(N)nc1OC	24.8	现货目录
COC1=CC=C(N2CCNCC2)C=C1.[H]Cl.[H]Cl	COc1ccc(N2CCNCC2)cc1.Cl.Cl	0.62	有机化学清单
COC1=CC=C(N=C=S)C(OC)=C1	COc1ccc(N=C=S)c(OC)c1	9	有机化学清单
COC1=CC=C(N=C=S)C=C1	COc1ccc(N=C=S)cc1	2.9	有机化学清单
COC1=CC=C(N=C=S)C=C1OC	COc1ccc(N=C=S)cc1OC	14.1	有机化学清单
COC1=CC=C(NC2=CC=C(OC)C=C2)C=C1	COc1ccc(Nc2ccc(OC)cc2)cc1	3.1	有机化学清单
COC1=CC=C(NC2=CC=CC=C2)C=C1	COc1ccc(Nc2ccccc2)cc1	2.7	有机化学清单
COC1=CC=C(NC2=CC=CN=C2)C=C1	COc1ccc(Nc2cccnc2)cc1	33	现货目录
COC1=CC=C(O)C(C)=C1	COc1ccc(O)c(C)c1	12	有机化学清单
COC1=CC=C(OC(B(O)O)=C2)C2=C1	COc1ccc2oc(B(O)O)cc2c1	60.3	现货目录
COC1=CC=C(OC)C(Br)=C1	COc1ccc(OC)c(Br)c1	0.38	有机化学清单
COC1=CC=C(OC)C(C(CBr)=O)=C1	COc1ccc(OC)c(C(=O)CBr)c1	0.68	有机化学清单
COC1=CC=C(OC)C(I)=C1	COc1ccc(OC)c(I)c1	26	有机化学清单
COC1=CC=C(OC)C(NCCO)=C1	COc1ccc(OC)c(NCCO)c1	89.7	现货目录
COC1=CC=C(OC)C=C1	COc1ccc(OC)cc1	0.088	有机化学清单
COC1=CC=C(OCC2=CC=CC=C2)C(B(O)O)=C1	COc1ccc(OCc2ccccc2)c(B(O)O)c1	27.2	有机化学清单
COC1=CC=C(OCC2OC2)C=C1	COc1ccc(OCC2CO2)cc1	2.7	有机化学清单
COC1=CC=C(OCCN)C=C1	COc1ccc(OCCN)cc1	10.1	现货目录
COC1=CC=C(P(C2=CC=C(OC)C=C2)C3=CC=CC=C3)C=C1	COc1ccc(P(c2ccccc2)c2ccc(OC)cc2)cc1	9.6	有机化学清单
COC1=CC=C(SC2=C(C=C(N)C=C2)C#N)C=C1	COc1ccc(Sc2ccc(N)cc2C#N)cc1	84	现货目录
COC1=CC=C(SSC2=CC=C(OC)C=C2)C=C1	COc1ccc(SSc2ccc(OC)cc2)cc1	23.6	有机化学清单
COC1=CC=C([B-](F)(F)F)C=C1.[K+]	COc1ccc([B-](F)(F)F)cc1.[K+]	2.4	现货目录
COC1=CC=C([C@H](O)C)C=C1	COc1ccc([C@@H](C)O)cc1	16.8	现货目录
COC1=CC=C([N+]([O-])=O)C(F)=C1F	COc1ccc([N+](=O)[O-])c(F)c1F	8.4	有机化学清单
COC1=CC=C2C(=C1)C=C(C(=O)N2)C(=O)O	COc1ccc2[nH]c(=O)c(C(=O)O)cc2c1	60	现货目录
COC1=CC=C2C(=C1)C=C(C(=O)O)C(=O)O2	COc1ccc2oc(=O)c(C(=O)O)cc2c1	73.3	现货目录
COC1=CC=C2C(=C1)C=C(C(=O)O)O2	COc1ccc2oc(C(=O)O)cc2c1	14.8	现货目录
COC1=CC=C2C(=C1)[NH]C(=C2)C(=O)O	COc1ccc2cc(C(=O)O)[nH]c2c1	14.6	现货目录
COC1=CC=C2C(=C1)[NH]C(=C2)C(=O)OC	COC(=O)c1cc2ccc(OC)cc2[nH]1	16	有机化学清单
COC1=CC=C2C(=C1)[NH]N=C2	COc1ccc2cn[nH]c2c1	25	有机化学清单
COC1=CC=C2C(CC(C(O)=O)CO2)=C1	COc1ccc2c(c1)CC(C(=O)O)CO2	38.7	现货目录
COC1=CC=C2C(CCNC2C(O)=O)=C1.Cl	COc1ccc2c(c1)CCNC2C(=O)O.Cl	72	现货目录
COC1=CC=C2C(N=C(CO)N2)=C1	COc1ccc2[nH]c(CO)nc2c1	16.4	现货目录
COC1=CC=C2C(O)=CC=NC2=C1	COc1ccc2c(O)ccnc2c1	9.7	现货目录
COC1=CC=C2C=C(B(O)O)OC2=C1	COc1ccc2cc(B(O)O)oc2c1	76.1	现货目录
COC1=CC=C2C=C(C(O)=O)C(=O)OC2=C1	COc1ccc2cc(C(=O)O)c(=O)oc2c1	16	有机化学清单
COC1=CC=C2C=C(C=CC2=C1)CO	COc1ccc2cc(CO)ccc2c1	31.9	现货目录
COC1=CC=C2C=C3[N+](CCC4=C3C=C(OCO5)C5=C4)=CC2=C1OC.[Cl-]	COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-]	0.74	有机化学清单
COC1=CC=C2C=CC=NC2=C1	COc1ccc2cccnc2c1	21.6	有机化学清单
COC1=CC=C2N=C(Cl)SC2=C1	COc1ccc2nc(Cl)sc2c1	12	有机化学清单
COC1=CC=C2N=C(N)SC2=N1	COc1ccc2nc(N)sc2n1	46.4	现货目录
COC1=CC=C2N=CC=C(Cl)C2=C1	COc1ccc2nccc(Cl)c2c1	7.6	有机化学清单
COC1=CC=C2N=CSC2=C1	COc1ccc2ncsc2c1	12.8	有机化学清单
COC1=CC=C2NC=NC2=C1	COc1ccc2[nH]cnc2c1	8	有机化学清单
COC1=CC=CC(=C1)B1OCC(C)(C)CO1	COc1cccc(B2OCC(C)(C)CO2)c1	8.5	现货目录
COC1=CC=CC(=C1)C(C(F)(F)F)O	COc1cccc(C(O)C(F)(F)F)c1	47.1	现货目录
COC1=CC=CC(=C1)C(C)O	COc1cccc(C(C)O)c1	7.1	有机化学清单
COC1=CC=CC(=C1)C2(CCCC2)C(=O)O	COc1cccc(C2(C(=O)O)CCCC2)c1	95.4	现货目录
COC1=CC=CC(=C1)C2=CC=C(C=C2)CC(=O)O	COc1cccc(-c2ccc(CC(=O)O)cc2)c1	36.7	现货目录
COC1=CC=CC(=C1)N.Cl	COc1cccc(N)c1.Cl	2	现货目录
COC1=CC=CC(=C1)NC2=CC(=CC=C2)OC	COc1cccc(Nc2cccc(OC)c2)c1	59.8	现货目录
COC1=CC=CC(=C1Br)F	COc1cccc(F)c1Br	2.4	有机化学清单
COC1=CC=CC(=C1C(=O)OC)N	COC(=O)c1c(N)cccc1OC	43.2	现货目录
COC1=CC=CC(=C1C)N	COc1cccc(N)c1C	2.4	有机化学清单
COC1=CC=CC(=C1CO)F	COc1cccc(F)c1CO	10.8	现货目录
COC1=CC=CC(=C1F)CO	COc1cccc(CO)c1F	18.7	现货目录
COC1=CC=CC(=C1NC(=O)C(=O)O)OC	COc1cccc(OC)c1NC(=O)C(=O)O	12.7	现货目录
COC1=CC=CC(=N1)B(O)O	COc1cccc(B(O)O)n1	73.3	现货目录
COC1=CC=CC(=N1)C#N	COc1cccc(C#N)n1	23	有机化学清单
COC1=CC=CC(=N1)C(C)=O	COc1cccc(C(C)=O)n1	27	有机化学清单
COC1=CC=CC(B(O)O)=C1C=O	COc1cccc(B(O)O)c1C=O	28.9	现货目录
COC1=CC=CC(B(O)O)=C1O	COc1cccc(B(O)O)c1O	13.5	现货目录
COC1=CC=CC(Br)=C1F	COc1cccc(Br)c1F	4.6	有机化学清单
COC1=CC=CC(C#C)=C1	C#Cc1cccc(OC)c1	4	有机化学清单
COC1=CC=CC(C(O)=O)=C1Cl	COc1cccc(C(=O)O)c1Cl	5.8	现货目录
COC1=CC=CC(CCC(O)=O)=C1	COc1cccc(CCC(=O)O)c1	3.9	现货目录
COC1=CC=CC(CCC(O)=O)=C1OC	COc1cccc(CCC(=O)O)c1OC	11.6	有机化学清单
COC1=CC=CC(CCO)=C1	COc1cccc(CCO)c1	2.8	有机化学清单
COC1=CC=CC(CN)=N1	COc1cccc(CN)n1	16.2	现货目录
COC1=CC=CC(CO)=C1	COc1cccc(CO)c1	1.6	现货目录
COC1=CC=CC(CO)=N1	COc1cccc(CO)n1	14.8	现货目录
COC1=CC=CC(Cl)=C1B(O)O	COc1cccc(Cl)c1B(O)O	2	现货目录
COC1=CC=CC(Cl)=C1N	COc1cccc(Cl)c1N	7.9	现货目录
COC1=CC=CC(F)=C1B(O)O	COc1cccc(F)c1B(O)O	1.6	现货目录
COC1=CC=CC(F)=C1CN.Cl	COc1cccc(F)c1CN.Cl	7.2	现货目录
COC1=CC=CC(I)=N1	COc1cccc(I)n1	26	有机化学清单
COC1=CC=CC(N)=C1C#N	COc1cccc(N)c1C#N	5.5	现货目录
COC1=CC=CC(N)=C1C(O)=O	COc1cccc(N)c1C(=O)O	2.4	现货目录
COC1=CC=CC(NC(N)=S)=C1	COc1cccc(NC(N)=S)c1	16.9	有机化学清单
COC1=CC=CC(O)=C1Br	COc1cccc(O)c1Br	20.8	有机化学清单
COC1=CC=CC(O)=C1C(O)=O	COc1cccc(O)c1C(=O)O	2.1	现货目录
COC1=CC=CC(O)=C1N	COc1cccc(O)c1N	27.2	现货目录
COC1=CC=CC(OC)=C1O	COc1cccc(OC)c1O	2.1	有机化学清单
COC1=CC=CC([B-](F)(F)F)=C1.[K+]	COc1cccc([B-](F)(F)F)c1.[K+]	1.8	现货目录
COC1=CC=CC2=C(OC)C=CC=C12	COc1cccc2c(OC)cccc12	2.9	有机化学清单
COC1=CC=CC2=C1C(=CN2)C(=O)O	COc1cccc2[nH]cc(C(=O)O)c12	56.2	现货目录
COC1=CC=CC2=C1C(N)=NO2	COc1cccc2onc(N)c12	43.1	现货目录
COC1=CC=CC2=C1CCC(C2)N	COc1cccc2c1CCC(N)C2	42.1	现货目录
COC1=CC=CC2=C1CC[C@H](NCCC)C2.Cl	CCCN[C@H]1CCc2c(cccc2OC)C1.Cl	42.3	现货目录
COC1=CC=CC2=C1N=C(C=C2O)C(F)(F)F	COc1cccc2c(O)cc(C(F)(F)F)nc12	51	现货目录
COC1=CC=CC2=C1N=C(C=C2O)O	COc1cccc2c(O)cc(O)nc12	57.8	现货目录
COC1=CC=CC2=C1N=CN=C2O	COc1cccc2c(O)ncnc12	20.3	现货目录
COC1=CC=CC2=C1OC(=C2)C(O)=O	COc1cccc2cc(C(=O)O)oc12	4	现货目录
COC1=CC=CC2=NNC(=C21)N	COc1cccc2n[nH]c(N)c12	11.6	现货目录
COC1=CC=CC=C1/C=C\C(=O)O	COc1ccccc1/C=C\C(=O)O	11.3	现货目录
COC1=CC=CC=C1Br	COc1ccccc1Br	0.21	有机化学清单
COC1=CC=CC=C1C(C)C	COc1ccccc1C(C)C	1.6	有机化学清单
COC1=CC=CC=C1C(CBr)=O	COc1ccccc1C(=O)CBr	3.5	有机化学清单
COC1=CC=CC=C1C2=CC=C(C=C2)C(=O)O	COc1ccccc1-c1ccc(C(=O)O)cc1	13.8	现货目录
COC1=CC=CC=C1C2=CC=CC=C2	COc1ccccc1-c1ccccc1	1.96	有机化学清单
COC1=CC=CC=C1C2=CC=CC=C2OC	COc1ccccc1-c1ccccc1OC	2.34	有机化学清单
COC1=CC=CC=C1C2=NC3=CC=CC=C3C(=C2)C(=O)O	COc1ccccc1-c1cc(C(=O)O)c2ccccc2n1	62.9	现货目录
COC1=CC=CC=C1CCO	COc1ccccc1CCO	2.9	现货目录
COC1=CC=CC=C1Cl	COc1ccccc1Cl	0.56	有机化学清单
COC1=CC=CC=C1N.Cl	COc1ccccc1N.Cl	2	现货目录
COC1=CC=CC=C1N2CCNCC2.[H]Cl	COc1ccccc1N1CCNCC1.Cl	0.152	有机化学清单
COC1=CC=CC=C1NC(=O)C=CC(=O)O	COc1ccccc1NC(=O)C=CC(=O)O	6.6	现货目录
COC1=CC=CC=C1OC	COc1ccccc1OC	0.08	有机化学清单
COC1=CC=CC=C1OCC(O)C2=CC=CC=C2	COc1ccccc1OCC(O)c1ccccc1	58.8	现货目录
COC1=CC=CC=C1OCCN	COc1ccccc1OCCN	0.29	有机化学清单
COC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3	COc1ccccc1P(c1ccccc1)c1ccccc1	29	有机化学清单
COC1=CC=CC=C1P(C2=CC=CC=C2OC)C3=CC=CC=C3	COc1ccccc1P(c1ccccc1)c1ccccc1OC	12.8	有机化学清单
COC1=CC=CC=C1P(C2=CC=CC=C2OC)C3=CC=CC=C3OC	COc1ccccc1P(c1ccccc1OC)c1ccccc1OC	8	有机化学清单
COC1=CC=CC=C1[B-](F)(F)F.[K+]	COc1ccccc1[B-](F)(F)F.[K+]	2.8	现货目录
COC1=CC=CC=C1[C@@H](OC2CCOCC2)CO	COc1ccccc1[C@H](CO)OC1CCOCC1	9.3	现货目录
COC1=CC=CN=C1F	COc1cccnc1F	24	有机化学清单
COC1=CC=CN=C1I	COc1cccnc1I	3.7	有机化学清单
COC1=CC=CN=C1N	COc1cccnc1N	1.6	现货目录
COC1=CC=CN=C1OC	COc1cccnc1OC	11.6	有机化学清单
COC1=CC=CN=C1[N+](=O)[O-]	COc1cccnc1[N+](=O)[O-]	0.44	有机化学清单
COC1=CC=CN=N1	COc1cccnn1	28	有机化学清单
COC1=CC=CS1	COc1cccs1	2.6	有机化学清单
COC1=CC=NC(CN)=C1.Cl.Cl	COc1ccnc(CN)c1.Cl.Cl	11	现货目录
COC1=CC=NC2=C(C=CC=C12)N	COc1ccnc2c(N)cccc12	73.1	现货目录
COC1=CC=NC2=C3C(=CC=C12)C(=CC=N3)OC	COc1ccnc2c1ccc1c(OC)ccnc12	25	有机化学清单
COC1=CC=[N+]([O-])C=C1.[H]O[H]	COc1cc[n+]([O-])cc1.O	3.6	有机化学清单
COC1=CN=C(Br)C=C1B(O)O	COc1cnc(Br)cc1B(O)O	16.4	现货目录
COC1=CN=C(Br)N=C1	COc1cnc(Br)nc1	15.6	有机化学清单
COC1=CN=C(C=C1)CC(=O)O	COc1ccc(CC(=O)O)nc1	49.4	现货目录
COC1=CN=C(C=C1B(O)O)OC	COc1cc(B(O)O)c(OC)cn1	16.2	现货目录
COC1=CN=C(Cl)C2=C1C=CC(Cl)=C2	COc1cnc(Cl)c2cc(Cl)ccc12	21.6	有机化学清单
COC1=CN=C(Cl)C=C1	COc1ccc(Cl)nc1	10.4	有机化学清单
COC1=CN=C(N)N=C1	COc1cnc(N)nc1	20	有机化学清单
COC1=CN=CC(=C1)O	COc1cncc(O)c1	4.1	现货目录
COC1=CN=CC(B(O)O)=C1	COc1cncc(B(O)O)c1	9.1	现货目录
COC1=CN=CC(Br)=C1	COc1cncc(Br)c1	0.62	有机化学清单
COC1=CN=CC(C(O)=O)=C1	COc1cncc(C(=O)O)c1	6.2	现货目录
COC1=CN=CC(CN)=C1.Cl.Cl	COc1cncc(CN)c1.Cl.Cl	80.3	现货目录
COC1=CN=CC(N)=C1	COc1cncc(N)c1	3.3	现货目录
COC1=CN=CC=C1C(O)=O	COc1cnccc1C(=O)O	5.3	现货目录
COC1=CNC(=O)NC1=O	COc1c[nH]c(=O)[nH]c1=O	2.5	有机化学清单
COC1=COC(=CC1=O)CO	COc1coc(CO)cc1=O	16.4	现货目录
COC1=NC(=C(C=C1)Br)C(=O)O	COc1ccc(Br)c(C(=O)O)n1	15.6	现货目录
COC1=NC(=C(C=C1)CO)Cl	COc1ccc(CO)c(Cl)n1	93.1	现货目录
COC1=NC(=C(C=C1)N)C(=O)OC	COC(=O)c1nc(OC)ccc1N	70.7	现货目录
COC1=NC(=C(C=C1)O)OC	COc1ccc(O)c(OC)n1	38.7	现货目录
COC1=NC(=C(C=C1Br)[N+](=O)[O-])N	COc1nc(N)c([N+](=O)[O-])cc1Br	44.8	现货目录
COC1=NC(=CC(=C1)C(=O)O)OC	COc1cc(C(=O)O)cc(OC)n1	42.3	现货目录
COC1=NC(=CC(=N1)Cl)N	COc1nc(N)cc(Cl)n1	18.2	现货目录
COC1=NC(=CC=C1)B1OC(C)(C)C(C)(C)O1	COc1cccc(B2OC(C)(C)C(C)(C)O2)n1	11.2	现货目录
COC1=NC(=N)NC=C1I	COc1nc(=N)[nH]cc1I	25	现货目录
COC1=NC(=NC(=C1)OC)NC(=O)OC2=CC=CC=C2	COc1cc(OC)nc(NC(=O)Oc2ccccc2)n1	0.112	有机化学清单
COC1=NC(=NC(=N1)C)N	COc1nc(C)nc(N)n1	0.108	有机化学清单
COC1=NC(=NC(=N1)OC)N	COc1nc(N)nc(OC)n1	1.6	现货目录
COC1=NC(Br)=C(N)C=C1	COc1ccc(N)c(Br)n1	4.7	现货目录
COC1=NC(Br)=CC=C1N	COc1nc(Br)ccc1N	2.7	现货目录
COC1=NC(CO)=CC=N1	COc1nccc(CO)n1	86.6	现货目录
COC1=NC(Cl)=CC=C1B(O)O	COc1nc(Cl)ccc1B(O)O	9.4	现货目录
COC1=NC(Cl)=NC(Cl)=N1	COc1nc(Cl)nc(Cl)n1	2.7	有机化学清单
COC1=NC(Cl)=NC=C1	COc1ccnc(Cl)n1	2.3	有机化学清单
COC1=NC(Cl)=NC=C1Br	COc1nc(Cl)ncc1Br	2.8	有机化学清单
COC1=NC(Cl)=NC=C1F	COc1nc(Cl)ncc1F	10.4	有机化学清单
COC1=NC(N)=NC2=C1NC=N2	COc1nc(N)nc2nc[nH]c12	2.7	有机化学清单
COC1=NC(O)=NC(OC)=N1	COc1nc(O)nc(OC)n1	6.4	现货目录
COC1=NC(OC)=C(B(O)O)C=C1	COc1ccc(B(O)O)c(OC)n1	2.1	现货目录
COC1=NC(OC)=C(C=N1)B(O)O	COc1ncc(B(O)O)c(OC)n1	9.2	有机化学清单
COC1=NC(OC)=NC=C1Br	COc1ncc(Br)c(OC)n1	2	有机化学清单
COC1=NC2=C(C=CC=C2)C=C1B(O)O	COc1nc2ccccc2cc1B(O)O	28.9	现货目录
COC1=NC2=CC=CC=C2C(=N1)O	COc1nc(O)c2ccccc2n1	25.5	现货目录
COC1=NC=C(Br)C(N)=C1	COc1cc(N)c(Br)cn1	46.1	现货目录
COC1=NC=C(Br)C=C1CO	COc1ncc(Br)cc1CO	12.2	现货目录
COC1=NC=C(Br)C=C1O	COc1ncc(Br)cc1O	56.3	现货目录
COC1=NC=C(C(N)=S)C=C1	COc1ccc(C(N)=S)cn1	73.8	现货目录
COC1=NC=C(C=C1CO)F	COc1ncc(F)cc1CO	51.6	现货目录
COC1=NC=C(C=C1Cl)B(O)O	COc1ncc(B(O)O)cc1Cl	33.3	现货目录
COC1=NC=C(CO)C=N1	COc1ncc(CO)cn1	42.5	现货目录
COC1=NC=C(Cl)C(I)=C1	COc1cc(I)c(Cl)cn1	20	有机化学清单
COC1=NC=C(Cl)C=C1Br	COc1ncc(Cl)cc1Br	2.3	有机化学清单
COC1=NC=C(F)C=C1N	COc1ncc(F)cc1N	36.3	现货目录
COC1=NC=C(NC(=O)OC(C)(C)C)C(=C1)C(O)=O	COc1cc(C(=O)O)c(NC(=O)OC(C)(C)C)cn1	8.1	现货目录
COC1=NC=CC(=C1)CO	COc1cc(CO)ccn1	8.1	现货目录
COC1=NC=CC(=O)N1	COc1nccc(=O)[nH]1	27	有机化学清单
COC1=NC=CC(B(O)O)=C1	COc1cc(B(O)O)ccn1	4.2	现货目录
COC1=NC=CC(B(O)O)=C1Br	COc1nccc(B(O)O)c1Br	90.7	现货目录
COC1=NC=CC(B(O)O)=C1Cl	COc1nccc(B(O)O)c1Cl	16.2	现货目录
COC1=NC=CC(B(OC2(C)C)OC2(C)C)=C1	COc1cc(B2OC(C)(C)C(C)(C)O2)ccn1	10.7	现货目录
COC1=NC=CC(Br)=C1	COc1cc(Br)ccn1	2.7	有机化学清单
COC1=NC=CC(I)=C1	COc1cc(I)ccn1	7	有机化学清单
COC1=NC=CC(N)=C1Br	COc1nccc(N)c1Br	18.5	现货目录
COC1=NC=CC=C1B(O)O	COc1ncccc1B(O)O	2.1	现货目录
COC1=NC=CC=C1B1OC(C)(C)C(C)(C)O1	COc1ncccc1B1OC(C)(C)C(C)(C)O1	2.1	现货目录
COC1=NC=CC=C1C(C)=O	COc1ncccc1C(C)=O	11.2	有机化学清单
COC1=NC=CC=C1CO	COc1ncccc1CO	2.4	现货目录
COC1=NC=CC=C1F	COc1ncccc1F	2.8	有机化学清单
COC1=NC=CN=C1	COc1cnccn1	0.5	有机化学清单
COC1=NC=CN=C1C(C)C	COc1nccnc1C(C)C	2.9	有机化学清单
COC1=NC=CN=C1CC(C)C	COc1nccnc1CC(C)C	3.7	有机化学清单
COC1=NC=NC(=C1)C(O)=O	COc1cc(C(=O)O)ncn1	27.4	现货目录
COC1=NC=NC(=C1)N2CCC(CC2)C(=O)O	COc1cc(N2CCC(C(=O)O)CC2)ncn1	57.9	现货目录
COC1=NC=NC(=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Na+]	COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)ncn1.[Na+]	2.3	现货目录
COC1=NC=NC(OC)=C1C(O)=O	COc1ncnc(OC)c1C(=O)O	5.3	现货目录
COC1=NC=NC(OC)=C1N	COc1ncnc(OC)c1N	14	有机化学清单
COC1=NCCC1	COC1=NCCC1	3	分子量100以下
COC1=NN=C(C=C1)C(O)=O	COc1ccc(C(=O)O)nn1	28.9	现货目录
COC1=NN=C(C=C1)CO	COc1ccc(CO)nn1	59.7	现货目录
COC1=NN=C(OC)C=C1	COc1ccc(OC)nn1	20	有机化学清单
COC1=NOC(=C1)C(=O)O	COc1cc(C(=O)O)on1	70.8	现货目录
COC1=NSC(N)=N1	COc1nsc(N)n1	60.7	现货目录
COC1C(B(O)O)=C(F)C=C(F)C=1	COc1cc(F)cc(F)c1B(O)O	71.5	现货目录
COC1C(Br)=CC([N+](=O)[O-])=C(N)C=1	COc1cc(N)c([N+](=O)[O-])cc1Br	32.4	现货目录
COC1C(C)=C(N)C(C)=CC=1	COc1ccc(C)c(N)c1C	18.4	现货目录
COC1C=CC(NN)=CN=1.[H]Cl.[H]Cl	COc1ccc(NN)cn1.Cl.Cl	22	有机化学清单
COC1CC(C)(C)N([O])C(C)(C)C1	COC1CC(C)(C)N([O])C(C)(C)C1	17.2	有机化学清单
COC1CCC(CC1)N	COC1CCC(N)CC1	30	现货目录
COC1CCC(OC)O1	COC1CCC(OC)O1	0.208	有机化学清单
COC1CCCCO1	COC1CCCCO1	5.3	有机化学清单
COC1CCNCC1	COC1CCNCC1	2.7	有机化学清单
COC1CNCCC1	COC1CCCNC1	22	有机化学清单
COC1OCCO1	COC1OCCO1	2.74	有机化学清单
COC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	COC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	7.7	有机化学清单
COC2=CC=C1NC(CC1=C2)=O	COc1ccc2c(c1)CC(=O)N2	22	有机化学清单
COC=1C=C(C(=CC1C(=O)NCC2CCNCC2)Cl)N.Cl	COc1cc(N)c(Cl)cc1C(=O)NCC1CCNCC1.Cl	51.9	现货目录
COCC(=N)N.Cl	COCC(=N)N.Cl	10.5	现货目录
COCC(=O)NC1=CC(=CC=C1)C(=O)O	COCC(=O)Nc1cccc(C(=O)O)c1	46	现货目录
COCC(Br)C(OC)OC	COCC(Br)C(OC)OC	9.7	有机化学清单
COCC(N(CC1=CC=CC=C1)CC2=CC=CC=C2)COC	COCC(COC)N(Cc1ccccc1)Cc1ccccc1	18.2	有机化学清单
COCC(O)=O	COCC(=O)O	0.031	分子量100以下
COCC(O)CO	COCC(O)CO	1.66	有机化学清单
COCC1=C(C(=C(CO)C(=C1F)F)F)F	COCc1c(F)c(F)c(CO)c(F)c1F	1.6	现货目录
COCC1=CC(B(O)O)=CC=C1	COCc1cccc(B(O)O)c1	19.4	现货目录
